         718          24          24          24
  0.63919437875498553       -4.8661461250239610E-002           0           0           0
  0.64162310205747108       -4.8847959492255247E-002          -1          -1          -1
  0.13986093492644841       -1.0647558334295332E-002          -1           0           0
  0.13986094079854747       -1.0647599482799041E-002           0          -1           0
  0.13909941291011621       -1.0589629875090979E-002           0           0          -1
   8.3323842256357944E-002  -6.3435376719488193E-003           0           0           1
   8.3264483839263020E-002  -6.3390230317910985E-003           0           1           0
   8.3264480102292926E-002  -6.3390280142350992E-003           1           0           0
  -3.0598350782477433E-002   2.3293167393046319E-003           1           1           1
  0.14041667937645458       -1.0690107823214938E-002          -1          -1           0
  0.13965262236379858       -1.0631944400474644E-002          -1           0          -1
  0.13965261110611177       -1.0631974957749167E-002           0          -1          -1
   2.7285897604719715E-002  -2.0774016948572468E-003           0           1           1
   2.7285900042357987E-002  -2.0774002955009840E-003           1           0           1
   2.7322781079602100E-002  -2.0802014900320916E-003           1           1           0
   8.3394574063716850E-002  -6.3488303084433002E-003          -2          -1          -1
   8.3394579275610253E-002  -6.3488317653145002E-003          -1          -2          -1
   8.3335064413588442E-002  -6.3443076828000270E-003          -1          -1          -2
   1.1676047596576982E-002  -8.8892358282778822E-004          -1           0           1
   1.1668507656978354E-002  -8.8834971461904133E-004          -1           1           0
   1.1676051358497700E-002  -8.8892983960253474E-004           0          -1           1
   1.1612870889149616E-002  -8.8412064967328388E-004           0           1          -1
   1.1668509779927330E-002  -8.8835835600220006E-004           1          -1           0
   1.1612868881455816E-002  -8.8412172001456216E-004           1           0          -1
  -8.2208658194579884E-003   6.2585601128432432E-004           1           1           2
  -8.2218882636485545E-003   6.2593475388436019E-004           1           2           1
  -8.2218878378698037E-003   6.2593747314637930E-004           2           1           1
   2.7171980279787195E-002  -2.0685166040090887E-003          -2          -2          -1
   2.7209262352818297E-002  -2.0713508208172748E-003          -2          -1          -2
   1.1627758232927651E-002  -8.8520085151832790E-004          -2          -1           0
   1.1571988330508636E-002  -8.8095644878292446E-004          -2           0          -1
   2.7209265633039902E-002  -2.0713503140150462E-003          -1          -2          -2
   1.1627757668046378E-002  -8.8520285514458630E-004          -1          -2           0
  -7.3958440965036362E-003   5.6303559151981743E-004          -1          -1           1
   1.1564607427929228E-002  -8.8039785349546549E-004          -1           0          -2
  -7.4271434025176301E-003   5.6541830539517403E-004          -1           1          -1
   1.1632012134211439E-002  -8.8558200034752452E-004          -1           1           1
   1.1571989463358400E-002  -8.8096211826184032E-004           0          -2          -1
   1.1564608144672851E-002  -8.8040146888560791E-004           0          -1          -2
   9.9643866345457653E-003  -7.5860219915099510E-004           0           1           2
   9.9536363504902792E-003  -7.5778342837133877E-004           0           2           1
  -7.4271436817553195E-003   5.6541440309366389E-004           1          -1          -1
   1.1632014574675303E-002  -8.8558455653558890E-004           1          -1           1
   9.9643860889250934E-003  -7.5860096262632924E-004           1           0           2
   1.1618614784582239E-002  -8.8456243879603659E-004           1           1          -1
   9.9532313541337118E-003  -7.5775014378539002E-004           1           2           0
  -9.8004681733935856E-003   7.4612795396419851E-004           1           2           2
   9.9536365299094411E-003  -7.5778244197712550E-004           2           0           1
   9.9532318338322132E-003  -7.5775016325202492E-004           2           1           0
  -9.8004690627868409E-003   7.4612980360148321E-004           2           1           2
  -9.8000306938742458E-003   7.4609567157188730E-004           2           2           1
