         718          24          24          24
  -8.0389677568880596E-004   2.2425026874181098E-003           0           0           0
  0.22284317874312373      -0.62160723399603979               -1          -1          -1
   1.0193101242957276E-003   3.6414467789762123E-004          -1           0           0
  -1.0222632436738145E-003  -3.5589274911022439E-004           0          -1           0
   6.5016579003772850E-003  -1.8136311750269970E-002           0           0          -1
  0.22460466206063948      -0.62652060109920016                0           0           1
  -1.3014343893218960E-004   2.6776054333903601E-004           0           1           0
  -6.9497916607254442E-005   2.8916351436391121E-004           1           0           0
   6.7887120824435222E-003  -1.8937030767774501E-002           1           1           1
   8.0167862156544267E-004  -2.2363387975036625E-003          -1          -1           0
   3.8149836331636100E-002 -0.10587115819415049               -1           0          -1
   3.7802398848894345E-002 -0.10599368627061638                0          -1          -1
   3.8075278392982408E-002 -0.10675599379725102                0           1           1
   3.8423440642798637E-002 -0.10663318733397696                1           0           1
  -1.0102088255164486E-005   2.8189748792589834E-005           1           1           0
   3.7847498619733258E-002 -0.10611929477732836               -2          -1          -1
   3.8195329508894052E-002 -0.10599662716868251               -1          -2          -1
   1.8049220408579258E-002  -5.0346976367363017E-002          -1          -1          -2
   3.8469053485991722E-002 -0.10675896519995473               -1           0           1
   4.3797110164098710E-005   1.3737725075794950E-004          -1           1           0
   3.8120463527416437E-002 -0.10688192744885057                0          -1           1
  -5.3553420613747899E-004   1.5009676643521225E-003           0           1          -1
  -1.2141309665670389E-004   7.9119860021479080E-005           1          -1           0
  -5.4009085804011554E-004   1.4993655801496361E-003           1           0          -1
  -1.8159392197216878E-002   5.0654265875673787E-002           1           1           2
  -4.6197773279842760E-004   1.2814913431793242E-003           1           2           1
  -4.5743387442192743E-004   1.2830905739786361E-003           2           1           1
   6.5241765861931379E-003  -1.8198434161964101E-002          -2          -2          -1
  -3.6382813223021467E-005  -2.1186735142954110E-005          -2          -1          -2
   6.9308282705367669E-005  -2.8892222498776198E-004          -2          -1           0
   8.5835965968092225E-003  -2.3943439496955567E-002          -2           0          -1
   4.1843828429560315E-005   6.3988926161648429E-006          -1          -2          -2
   1.3015847111910934E-004  -2.6744318833560267E-004          -1          -2           0
   6.8117108589531017E-003  -1.9000498769034167E-002          -1          -1           1
   5.5121718642822098E-003  -1.5354362241647714E-002          -1           0          -2
   1.5156633195569313E-003  -4.1488862921113751E-003          -1           1          -1
   8.5799862219406997E-003  -2.3933293225655281E-002          -1           1           1
   8.5836166250876939E-003  -2.3943431942389615E-002           0          -2          -1
   5.4984864836743674E-003  -1.5359190316594032E-002           0          -1          -2
  -4.2091161883240192E-005  -5.9979779727436375E-006           0           1           2
   1.4883067764821960E-003  -4.2306247404566549E-003           0           2           1
   1.4653755021733137E-003  -4.1666188125075295E-003           1          -1          -1
   8.5799575177407713E-003  -2.3933304972126777E-002           1          -1           1
   3.6307945954868639E-005   2.1655980958865300E-005           1           0           2
  -2.5553564176106241E-004   7.1280295264096385E-004           1           1          -1
   4.3009029418404136E-006  -1.5290476665799806E-005           1           2           0
  -5.5122462350007725E-003   1.5397647322095418E-002           1           2           2
   1.5386209716378402E-003  -4.2128775760260796E-003           2           0           1
   6.3957238596687544E-006  -1.4552287801137874E-005           2           1           0
  -5.5259759357764778E-003   1.5392801508667918E-002           2           1           2
  -2.0356017463229475E-004   5.6782010595649219E-004           2           2           1
  -1.8051785472903613E-002   5.0354542080548792E-002          -2          -2          -2
   1.2131216460005541E-004  -7.8806744222165344E-005          -2           0           0
  -4.3922217904830489E-005  -1.3707309121745328E-004           0          -2           0
   2.4424387816553207E-003  -6.8130521563800851E-003           0           0          -2
   1.8161784292483850E-002  -5.0661380929255075E-002           0           0           2
  -2.4951260156159567E-005   3.4572655396173883E-005           0           2           0
  -2.6569778696749008E-006   4.2439903982567626E-005           2           0           0
  -2.4435623651568950E-003   6.8161950217408155E-003           2           2           2
   9.9644625997928682E-006  -2.7784803152045206E-005          -2          -2           0
   1.0759480858247724E-003  -3.0167615874183255E-003          -2           0          -2
   1.0858128593002616E-003  -3.0132847243824123E-003           0          -2          -2
  -1.0846478709152963E-003   3.0100599474801168E-003           0           2           2
  -1.0747979613572819E-003   3.0135339527553912E-003           2           0           2
   1.0977611366264029E-005  -3.0625227723545295E-005           2           2           0
  -5.4981940170096485E-003   1.5358399175864321E-002          -3          -2          -2
   1.4683974741720848E-003  -4.1749572023654594E-003          -3          -1          -1
  -5.5119037186043907E-003   1.5353563757949822E-002          -2          -3          -2
  -3.3635442112140796E-003   9.3823951910306635E-003          -2          -2          -3
   1.5417658494109030E-003  -4.2215728577254001E-003          -2           0           1
   1.5443723813575063E-005   5.4292816407201501E-006          -2           1           0
   1.5186807868530175E-003  -4.1572243397188218E-003          -1          -3          -1
  -7.3147002359449974E-004   2.0404007558855160E-003          -1          -1          -3
   5.5257575366165464E-003  -1.5392130534663262E-002          -1           0           2
  -1.4760844801286730E-005   3.0672340800793938E-005          -1           2           0
   1.4914523849387596E-003  -4.2393212211621336E-003           0          -2           1
   5.5119957020559832E-003  -1.5396987546110696E-002           0          -1           2
   7.2915620934099583E-004  -2.0370106181740984E-003           0           1          -2
   2.0071062025970346E-004  -5.7032922364864914E-004           0           2          -1
  -1.5436498094013903E-005  -5.4612060001597412E-006           1          -2           0
   7.3111234766610274E-004  -2.0363190348330067E-003           1           0          -2
  -3.4043048030621874E-003   9.4960972880244257E-003           1           1           3
   2.2938749989938196E-004  -6.2938797762535634E-004           1           3           1
  -8.0763452957624912E-006   3.3033238618246297E-005           2          -1           0
   2.0736874005416827E-004  -5.6797842711493231E-004           2           0          -1
  -7.3324822059145725E-004   2.0453697683221043E-003           2           2           3
  -7.3070357527424390E-004   2.0351637069302305E-003           2           3           2
   2.2272206396113997E-004  -6.3174132042819570E-004           3           1           1
  -7.2873519654176506E-004   2.0358586481246947E-003           3           2           2
  -5.3641015716182606E-004   1.4892057196987873E-003          -3          -2          -1
  -1.0843620144164005E-003   3.0093038927191331E-003          -3          -1          -2
  -5.3188722115382343E-004   1.4907976989176155E-003          -2          -3          -1
  -1.1010126774549267E-003   3.0660357929841457E-003          -2          -1          -3
  -4.5360274661612081E-004   1.2724142273222202E-003          -2          -1           1
   3.7160689024579431E-004  -1.0207193511888900E-003          -2           1          -1
  -1.0745087983698373E-003   3.0127769129120055E-003          -1          -3          -2
  -1.0977148480673532E-003   3.0671982027066363E-003          -1          -2          -3
  -4.5811178052354172E-004   1.2708270999832810E-003          -1          -2           1
   3.6120273816407395E-004  -1.0024511701238036E-003          -1           1          -2
   1.0732530964117511E-003  -3.0092506956252477E-003          -1           1           2
   3.5058449203695965E-004  -9.9378767694830285E-004          -1           2           1
