         718          24          24          24
 -0.13153341775061375        4.1358655591626327E-003           0           0           0
 -0.38094954480246140        1.1979075028550513E-002          -1          -1          -1
  -4.6747436624628241E-002   1.4701066427244204E-003          -1           0           0
  -4.6747331556829815E-002   1.4702075352921531E-003           0          -1           0
 -0.13153333475485399        4.1365049032222002E-003           0           0          -1
   4.5745352721975753E-002  -1.4385324489434126E-003           0           0           1
  0.38094952899874629       -1.1979093771996487E-002           0           1           0
  0.38094956132293167       -1.1979094251185570E-002           1           0           0
   4.6747395833924711E-002  -1.4701503226999190E-003           1           1           1
  -9.8865749918136736E-002   3.1089955297451863E-003          -1          -1           0
  0.38094953654618419       -1.1979501615260877E-002          -1           0          -1
  0.38094951009835615       -1.1979535635796365E-002           0          -1          -1
   9.8865754453625970E-002  -3.1089864781664147E-003           0           1           1
   9.8865759828071345E-002  -3.1090082735547955E-003           1           0           1
 -0.38094952866071075        1.1979531620915630E-002           1           1           0
  -2.9695059795719125E-002   9.3374877194220577E-004          -2          -1          -1
  -2.9695131804236989E-002   9.3373488624761498E-004          -1          -2          -1
   4.6747533892626369E-002  -1.4698659407487366E-003          -1          -1          -2
  -1.6629567254583213E-002   5.2293823323111045E-004          -1           0           1
   2.9695063470231840E-002  -9.3374541141155807E-004          -1           1           0
  -1.6629539054086963E-002   5.2295128009416673E-004           0          -1           1
  -4.6747472318254615E-002   1.4699241890115571E-003           0           1          -1
   2.9695101363025660E-002  -9.3372708687272860E-004           1          -1           0
  -4.6747585937186253E-002   1.4698680199808634E-003           1           0          -1
   1.6629551312915585E-002  -5.2294436127926314E-004           1           1           2
  -2.9695117798192710E-002   9.3375563344254503E-004           1           2           1
  -2.9695087902217959E-002   9.3375226554210289E-004           2           1           1
   5.2665766488689562E-003  -1.6564382144021521E-004          -2          -2          -1
  -2.9695057589945433E-002   9.3383995746431443E-004          -2          -1          -2
  -6.4886168084465857E-003   2.0404367855243166E-004          -2          -1           0
   1.3500083454215630E-002  -4.2452087457485108E-004          -2           0          -1
  -2.9695076902605172E-002   9.3383918846320956E-004          -1          -2          -2
  -6.4886322794272984E-003   2.0404291238614080E-004          -1          -2           0
  -1.8788626816852394E-002   5.9084324469882465E-004          -1          -1           1
   9.8865858800761680E-002  -3.1088516743977791E-003          -1           0          -2
   2.9695062720190568E-002  -9.3381142686242799E-004          -1           1          -1
   6.4886131984774661E-003  -2.0404523201703734E-004          -1           1           1
   1.3500042737517383E-002  -4.2452980190150910E-004           0          -2          -1
   9.8865842223479120E-002  -3.1088508936144583E-003           0          -1          -2
   1.8788632108602432E-002  -5.9083870445955004E-004           0           1           2
   5.2665823522068242E-003  -1.6564167827483502E-004           0           2           1
   2.9695019885149002E-002  -9.3383344103906000E-004           1          -1          -1
   6.4886290731021069E-003  -2.0404011722567224E-004           1          -1           1
   1.8788626095499320E-002  -5.9084744473520052E-004           1           0           2
  -9.8865820191080686E-002   3.1088363355383127E-003           1           1          -1
  -2.9695092825923308E-002   9.3382713159881597E-004           1           2           0
  -6.4886247970667730E-003   2.0404576160111196E-004           1           2           2
   5.2665885843966543E-003  -1.6564803724450719E-004           2           0           1
  -2.9695029257806430E-002   9.3384821353499929E-004           2           1           0
  -6.4886266605114562E-003   2.0404525144429288E-004           2           1           2
   1.3500041645628029E-002  -4.2451479761921392E-004           2           2           1
   1.3500081005632528E-002  -4.2451796128538437E-004          -2          -2          -2
  -3.2402227577688686E-003   1.0189555721686885E-004          -2           0           0
  -3.2402133692009533E-003   1.0190312314759144E-004           0          -2           0
   4.5745441580212973E-002  -1.4384639145461529E-003           0           0          -2
   9.8304806341114499E-003  -3.0914730714844607E-004           0           0           2
   1.3500077168180948E-002  -4.2453047559727408E-004           0           2           0
   1.3500110705428742E-002  -4.2451995709963559E-004           2           0           0
  -3.2402191659896868E-003   1.0190004779348440E-004           2           2           2
   3.4792291950677466E-003  -1.0941086489887805E-004          -2          -2           0
   5.2665960386199312E-003  -1.6558619389582519E-004          -2           0          -2
   5.2665869764414452E-003  -1.6558168096816251E-004           0          -2          -2
   3.4792374953587476E-003  -1.0940973940530648E-004           0           2           2
   3.4792325747363419E-003  -1.0941454191416089E-004           2           0           2
   5.2665766995247006E-003  -1.6557681915682404E-004           2           2           0
   5.6763588993692790E-003  -1.7849425156017313E-004          -3          -2          -2
  -1.8201662258715450E-003   5.7238371090441670E-005          -3          -1          -1
   5.6763659899239536E-003  -1.7849263031442938E-004          -2          -3          -2
  -3.2402139164380951E-003   1.0187917023949267E-004          -2          -2          -3
  -4.6601023742836589E-003   1.4654159869898232E-004          -2           0           1
   1.8201675335436157E-003  -5.7236277531739234E-005          -2           1           0
  -1.8201885760643314E-003   5.7230949943706242E-005          -1          -3          -1
   1.6629557115614299E-002  -5.2291051745947893E-004          -1          -1          -3
  -3.4903981229558508E-003   1.0975010944728328E-004          -1           0           2
   5.6763554473059068E-003  -1.7849048684636209E-004          -1           2           0
  -4.6600891289420715E-003   1.4654948010261781E-004           0          -2           1
  -3.4903960326185478E-003   1.0974920275684675E-004           0          -1           2
  -1.6629544963414587E-002   5.2292946788262316E-004           0           1          -2
  -3.2402074562044641E-003   1.0188331903844975E-004           0           2          -1
   1.8201797982709325E-003  -5.7229109659533180E-005           1          -2           0
  -1.6629574736475715E-002   5.2291379383471125E-004           1           0          -2
   3.4903975309650889E-003  -1.0975060669349351E-004           1           1           3
  -5.6763649267424204E-003   1.7849371220600777E-004           1           3           1
   5.6763602767189447E-003  -1.7849131072659115E-004           2          -1           0
  -3.2402186898451289E-003   1.0188141277665061E-004           2           0          -1
  -4.6600935910499691E-003   1.4654401493458051E-004           2           2           3
   1.8201854569110086E-003  -5.7236819001114871E-005           2           3           2
  -5.6763598128878046E-003   1.7849526786017309E-004           3           1           1
   1.8201763240769859E-003  -5.7237655003377201E-005           3           2           2
   2.6981550682060079E-003  -8.4848563309411945E-005          -3          -2          -1
  -5.6763373372674605E-003   1.7850380224684729E-004          -3          -1          -2
   2.6981489347228460E-003  -8.4850585762630135E-005          -2          -3          -1
  -6.4886258377478169E-003   2.0403948056849842E-004          -2          -1          -3
  -2.2033414992946167E-003   6.9291640382533118E-005          -2          -1           1
   5.6763393209365862E-003  -1.7850178837803919E-004          -2           1          -1
  -5.6763414439670633E-003   1.7850503389187355E-004          -1          -3          -2
  -6.4886203819103806E-003   2.0404316317108013E-004          -1          -2          -3
  -2.2033391199411268E-003   6.9293943943878346E-005          -1          -2           1
   6.4886285794487821E-003  -2.0403339864366471E-004          -1           1          -2
   2.2033410751930503E-003  -6.9287397435346192E-005          -1           1           2
   2.6981521651081447E-003  -8.4843986882062968E-005          -1           2           1
   5.6763365705586773E-003  -1.7850498557431295E-004           1          -2          -1
   6.4886109087209359E-003  -2.0404424541303973E-004           1          -1          -2
   2.2033391456238193E-003  -6.9292683529533633E-005           1          -1           2
  -6.4886208632386165E-003   2.0403023221433927E-004           1           2          -1
  -2.2033390157100625E-003   6.9287524329781513E-005           1           2           3
  -2.6981474630975288E-003   8.4844808288821308E-005           1           3           2
   2.6981490634076471E-003  -8.4847767546210505E-005           2          -1           1
  -6.4886081955476318E-003   2.0403746641770639E-004           2           1          -1
  -2.2033395805109925E-003   6.9289852496512978E-005           2           1           3
   5.6763383530074275E-003  -1.7850130725128503E-004           2           3           1
  -2.6981511862807584E-003   8.4846100716531761E-005           3           1           2
   5.6763317267521998E-003  -1.7850474694835496E-004           3           2           1
   3.5150998578951410E-003  -1.1053262744321466E-004          -3          -3          -2
   1.8201827277519889E-003  -5.7243312747055088E-005          -3          -2          -3
   1.5397162310957105E-003  -4.8414286279046788E-005          -3          -1           0
  -1.0804528304599360E-003   3.3978834242193622E-005          -3           0          -1
   1.8201891849369438E-003  -5.7241632094550980E-005          -2          -3          -3
  -1.5397185087474531E-003   4.8415692847421481E-005          -2           1           1
   1.5397042520544995E-003  -4.8419627643872732E-005          -1          -3           0
  -4.9432784498158128E-003   1.5544208111640490E-004          -1          -1           2
   1.8788640564769948E-002  -5.9081049542129502E-004          -1           0          -3
   1.8201830934706034E-003  -5.7231800300481133E-005          -1           2          -1
  -1.0804694953257985E-003   3.3972812582255910E-005           0          -3          -1
   1.8788644720867810E-002  -5.9080592104476023E-004           0          -1          -3
   4.9432811311473758E-003  -1.5544265183050639E-004           0           1           3
  -3.5150957548036633E-003   1.1052831259374480E-004           0           3           1
  -1.5397075217031644E-003   4.8421166774028794E-005           1          -2           1
   4.9432793753220825E-003  -1.5544399639805863E-004           1           0           3
  -1.8788636445561082E-002   5.9080591550554260E-004           1           1          -2
  -1.8201938038173923E-003   5.7237056696714605E-005           1           3           0
   1.8201682953780840E-003  -5.7237787831165724E-005           2          -1          -1
  -1.5397081500817787E-003   4.8415019994348269E-005           2           3           3
  -3.5150872857594171E-003   1.1053097544853706E-004           3           0           1
  -1.8201711004722358E-003   5.7243300891898312E-005           3           1           0
  -1.5397113942773606E-003   4.8415019782459975E-005           3           2           3
   1.0804665911283032E-003  -3.3982366598959042E-005           3           3           2
   1.0804577350753373E-003  -3.3979468743806046E-005          -3          -3          -3
   1.2842146930658990E-003  -4.0384365220671453E-005          -3          -3          -1
   1.4797491399004827E-003  -4.6531964062687163E-005          -3          -2           0
  -2.6981416692359685E-003   8.4842811132755457E-005          -3          -1          -3
  -3.5150833466780769E-003   1.1054093695469750E-004          -3           0          -2
   1.1897970334826540E-003  -3.7411398134719764E-005          -3           0           0
   1.4797435406533963E-003  -4.6535469966766621E-005          -2          -3           0
   1.4111123398776876E-003  -4.4368549806473514E-005          -2          -2           1
   3.4792333280959384E-003  -1.0940390057135686E-004          -2           0          -3
   2.6981425926603285E-003  -8.4844748776647541E-005          -2           1          -2
  -2.6981377404035607E-003   8.4844221968292179E-005          -1          -3          -3
   1.4797493384322679E-003  -4.6532623841455024E-005          -1           2           2
  -3.5150907067716957E-003   1.1053892786848517E-004           0          -3          -2
   1.1897924234734447E-003  -3.7414827781069667E-005           0          -3           0
   3.4792388989720387E-003  -1.0939931800517646E-004           0          -2          -3
   9.8305003885435331E-003  -3.0910614817512860E-004           0           0          -3
   3.3967505543681265E-003  -1.0681393832601126E-004           0           0           3
   1.4111147099873768E-003  -4.4369772898586910E-005           0           2           3
  -1.0804619303106671E-003   3.3971971353803216E-005           0           3           0
  -1.2842111252835446E-003   4.0382387016978463E-005           0           3           2
   2.6981432611351748E-003  -8.4845412444737236E-005           1          -2          -2
  -1.4797455905208590E-003   4.6533123724076526E-005           1           3           3
   1.4797476586397413E-003  -4.6536217752998904E-005           2          -1           2
   1.4111143074646906E-003  -4.4370152876783583E-005           2           0           3
   3.4792348363862123E-003  -1.0940274174952090E-004           2           2          -1
   2.6981333915540931E-003  -8.4840692428146715E-005           2           3           0
  -1.0804447543127443E-003   3.3975285940706530E-005           3           0           0
  -1.2842111462042466E-003   4.0383069521587722E-005           3           0           2
  -1.4797486266816689E-003   4.6535109248227537E-005           3           1           3
   2.6981388674890364E-003  -8.4839791334864951E-005           3           2           0
   3.5150904814230366E-003  -1.1054106357733578E-004           3           3           1
  -1.1897922356837209E-003   3.7413234126674607E-005           3           3           3
   1.5231234661374877E-003  -4.7897601364499944E-005          -4          -2          -2
   1.5231311954486172E-003  -4.7894488089365710E-005          -2          -4          -2
  -4.6600966970389906E-003   1.4653496678591744E-004          -2          -2          -4
  -2.1176708285414393E-003   6.6589014293892576E-005          -2           0           2
   1.5231211487857479E-003  -4.7894160851534518E-005          -2           2           0
  -2.1176678379393409E-003   6.6590989564788576E-005           0          -2           2
  -4.6600925512554330E-003   1.4654042454214939E-004           0           2          -2
   1.5231238257863205E-003  -4.7894151124785848E-005           2          -2           0
  -4.6601043178884256E-003   1.4653302447421184E-004           2           0          -2
  -2.1176703262081797E-003   6.6590919561441137E-005           2           2           4
   1.5231287921771866E-003  -4.7896254404057259E-005           2           4           2
   1.5231226998327933E-003  -4.7898641875367014E-005           4           2           2
   7.5436443277272379E-004  -2.3724132912079951E-005          -4          -3          -2
   1.5231169656977951E-003  -4.7901131700466960E-005          -4          -2          -3
   1.1562205479612601E-004  -3.6375338513629303E-006          -4          -2          -1
  -3.8867651506421081E-004   1.2222358869145706E-005          -4          -1          -2
   7.5436822932567580E-004  -2.3722306348024142E-005          -3          -4          -2
  -1.5397147982133745E-003   4.8412929965371518E-005          -3          -2          -4
   8.5000344860184881E-004  -2.6726209129168523E-005          -3          -1           1
   3.8867775171740602E-004  -1.2223190445906305E-005          -3           1          -1
   1.5231242725995348E-003  -4.7897328681036116E-005          -2          -4          -3
   1.1562388975687279E-004  -3.6351975422432303E-006          -2          -4          -1
  -1.5397116703504638E-003   4.8414585680799162E-005          -2          -3          -4
  -2.2033435725004632E-003   6.9279950582877494E-005          -2          -1          -4
  -1.3976583862664173E-003   4.3949701326963818E-005          -2          -1           2
  -8.5000442591480127E-004   2.6726801398375285E-005          -2           1           2
   1.5231187697568103E-003  -4.7896082270328845E-005          -2           2          -1
   1.1562125372350943E-004  -3.6358110086168823E-006          -2           2           1
  -3.8867626546002339E-004   1.2224305239116025E-005          -1          -4          -2
   8.5000229411684458E-004  -2.6726525133442943E-005          -1          -3           1
  -2.2033421075828537E-003   6.9279828043691623E-005          -1          -2          -4
  -1.3976569676790742E-003   4.3951656281646350E-005          -1          -2           2
   2.2033417173651822E-003  -6.9281293240592876E-005          -1           1          -3
   1.3976583261974659E-003  -4.3950820478980307E-005          -1           1           3
  -1.5397093617516508E-003   4.8420829560431924E-005          -1           2          -2
  -7.5436574382548396E-004   2.3719852627458099E-005          -1           3           1
   3.8867929686994574E-004  -1.2224518255604928E-005           1          -3          -1
  -8.5000364183494977E-004   2.6727739568920553E-005           1          -2           2
   2.2033439428608172E-003  -6.9280582462166607E-005           1          -1          -3
   1.3976584317955617E-003  -4.3951921240440290E-005           1          -1           3
  -2.2033378192268006E-003   6.9277665152430023E-005           1           2          -2
  -1.3976574102251441E-003   4.3951185265544090E-005           1           2           4
   1.5397055882468817E-003  -4.8420459159404482E-005           1           3          -1
   7.5436917404205265E-004  -2.3718864078880508E-005           1           4           2
   1.5231161072101164E-003  -4.7895471429511518E-005           2          -2          -1
   1.1561996427636822E-004  -3.6346423061720441E-006           2          -2           1
  -1.5397203158347284E-003   4.8416866355519441E-005           2          -1          -2
  -2.2033398267684548E-003   6.9277482281417460E-005           2           1          -2
  -1.3976591276234484E-003   4.3951868984200793E-005           2           1           4
  -8.5000325267476848E-004   2.6727770112829948E-005           2           3           4
   1.5231265923199904E-003  -4.7895691870637125E-005           2           4           1
   1.1562260972307942E-004  -3.6355624272506029E-006           2           4           3
  -7.5436288258289995E-004   2.3718963840172041E-005           3          -1           1
   1.5397204054719150E-003  -4.8416361676473925E-005           3           1          -1
  -8.5000356313288852E-004   2.6727436571283088E-005           3           2           4
  -3.8867464610326571E-004   1.2222460257604120E-005           3           4           2
   7.5436201754576428E-004  -2.3720300164758005E-005           4           1           2
   1.5231159971113056E-003  -4.7898152274338573E-005           4           2           1
   1.1562035924152259E-004  -3.6357459585882358E-006           4           2           3
  -3.8867694486337636E-004   1.2222674297981205E-005           4           3           2
  -3.8868731310795420E-004   1.2222177591817622E-005          -4          -3          -3
  -1.0074882689411044E-003   3.1681314635302069E-005          -4          -1          -1
  -3.8868454278369113E-004   1.2222751769139159E-005          -3          -4          -3
  -1.1898001750751629E-003   3.7413888117573518E-005          -3          -3          -4
   3.1997395031872571E-004  -1.0064017846634961E-005          -3          -3           0
  -1.2842073280709323E-003   4.0382717999749608E-005          -3           0          -3
   3.5383061791172273E-004  -1.1126540046748674E-005          -3           0           1
   1.0074889131326213E-003  -3.1682216501410027E-005          -3           1           0
  -1.0074938155336553E-003   3.1680306418554885E-005          -1          -4          -1
   3.4903879192351968E-003  -1.0976678815125191E-004          -1          -1          -4
   1.7768253728771377E-004  -5.5893774793693694E-006          -1           0           3
   3.8868523122267729E-004  -1.2220887692299629E-005          -1           3           0
  -1.2842087816833936E-003   4.0384120214891330E-005           0          -3          -3
   3.5383405527426729E-004  -1.1125080875498340E-005           0          -3           1
   1.7768234635901999E-004  -5.5900385981471858E-006           0          -1           3
  -3.4903885856761132E-003   1.0976960658736574E-004           0           1          -3
   1.1897978440013920E-003  -3.7415460229468800E-005           0           3          -1
  -3.1997244064023368E-004   1.0059309464312974E-005           0           3           3
   1.0074938092259995E-003  -3.1681157967445409E-005           1          -3           0
  -3.4903902038314772E-003   1.0976770747132327E-004           1           0          -3
  -1.7768264268843822E-004   5.5881862290446023E-006           1           1           4
  -3.8868367413069074E-004   1.2221036864930078E-005           1           4           1
   3.8868366983645401E-004  -1.2221924394655279E-005           3          -1           0
   1.1898019971427985E-003  -3.7412839527068029E-005           3           0          -1
  -3.1997297766439911E-004   1.0061885815092910E-005           3           0           3
   1.2842052435338258E-003  -4.0382780545080536E-005           3           3           0
