         718          24          24          24
  -9.0781137861081156E-009  -1.0848420950115560E-008           0           0           0
  0.10235192259037706       0.23394722051652456               -1          -1          -1
   3.7208426645639447E-002   8.5047403694320178E-002          -1           0           0
  -7.1594037345201464E-002 -0.16364270105358700                0          -1           0
   2.2813381097310261E-009   1.3979357756752566E-008           0           0          -1
  -8.1161858631136369E-009  -5.3396155208589325E-009           0           0           1
  0.21310625996814506       0.48709986138778744                0           1           0
 -0.11075432172615299      -0.25315258664560708                1           0           0
  -3.4385607185842770E-002  -7.8595285806121767E-002           1           1           1
   8.9081842372137343E-003   2.0361509823596576E-002          -1          -1           0
  0.11075471447125085       0.25315241440217662               -1           0          -1
 -0.21310708875798140      -0.48709949836521571                0          -1          -1
   1.8547658789715080E-002   4.2394537114676646E-002           0           1           1
  -9.6394819556338690E-003  -2.2033036167299430E-002           1           0           1
 -0.10235234684375898      -0.23394703704369307                1           1           0
   1.0158810310960196E-002   2.3220359802516632E-002          -2          -1          -1
   1.8375473046638054E-002   4.2000897675592862E-002          -1          -2          -1
   3.4385477440154237E-002   7.8595350917290363E-002          -1          -1          -2
   2.4841087013243598E-003   5.6779308946606532E-003          -1           0           1
   2.9812111568670308E-002   6.8141975771118177E-002          -1           1           0
  -4.7797682817982013E-003  -1.0925106937801236E-002           0          -1           1
   7.1593761188421257E-002  0.16364282343131131                0           1          -1
  -1.9440128336932948E-002  -4.4434367508043228E-002           1          -1           0
  -3.7208283971404618E-002  -8.5047462128567716E-002           1           0          -1
  -2.2956499072275729E-003  -5.2471772926948809E-003           1           1           2
  -2.9598942345577878E-002  -6.7654723050766891E-002           1           2           1
   1.1436633372579474E-002   2.6141083120268967E-002           2           1           1
   3.4377313068080978E-004   7.8583404677097567E-004          -2          -2          -1
  -1.1436836458764123E-002  -2.6140991614354209E-002          -2          -1          -2
   6.2551377573521385E-003   1.4297457515292374E-002          -2          -1           0
   8.7091426604812994E-003   1.9906597016450190E-002          -2           0          -1
   2.9599074405956240E-002   6.7654669647893934E-002          -1          -2          -2
   1.2147665582250319E-003   2.7765878491341814E-003          -1          -2           0
   2.1759457195800959E-004   4.9735515074226090E-004          -1          -1           1
   9.6394834758217769E-003   2.2033033727671743E-002          -1           0          -2
   1.9440059897896086E-002   4.4434398371863887E-002          -1           1          -1
   7.7111312745378538E-003   1.7625415703432068E-002          -1           1           1
  -1.6757578559329737E-002  -3.8302983001629237E-002           0          -2          -1
  -1.8547659123619532E-002  -4.2394539567399830E-002           0          -1          -2
   4.5305474098870479E-004   1.0355318983252505E-003           0           1           2
  -7.1577018360756612E-004  -1.6361808612215983E-003           0           2           1
  -2.9812249535572315E-002  -6.8141915250578861E-002           1          -1          -1
  -1.5867670877834064E-003  -3.6268645966401371E-003           1          -1           1
  -2.3545653360489328E-004  -5.3818452167532385E-004           1           0           2
  -8.9081862869397812E-003  -2.0361508489713385E-002           1           1          -1
  -1.8375417468564276E-002  -4.2000919901039498E-002           1           2           0
  -7.8419010708227644E-003  -1.7924318064692038E-002           1           2           2
   3.7199646612529817E-004   8.5034572832216686E-004           2           0           1
  -1.0159015717012231E-002  -2.3220268558172608E-002           2           1           0
   6.4963663426085682E-003   1.4848832112278594E-002           2           1           2
   8.0484240305839887E-003   1.8396389906500624E-002           2           2           1
  -8.0484486564460049E-003  -1.8396375655733366E-002          -2          -2          -2
   4.6105927435037171E-003   1.0538460063943954E-002          -2           0           0
  -8.8714071162775947E-003  -2.0277416687060255E-002           0          -2           0
   3.9613404891816051E-009   1.0047668018515532E-008           0           0          -2
  -9.1201351752746451E-010  -2.9166157128719991E-009           0           0           2
   1.6757617351891425E-002   3.8302966820500814E-002           0           2           0
  -8.7091696090684026E-003  -1.9906584543893095E-002           2           0           0
   4.2608102396962215E-003   9.7389606564219564E-003           2           2           2
   1.2900164854672959E-003   2.9486164507751445E-003          -2          -2           0
  -3.7204853484855221E-004  -8.5032425130953629E-004          -2           0          -2
   7.1586958662438909E-004   1.6361364355446883E-003           0          -2          -2
  -2.6859319671076517E-003  -6.1392928095174567E-003           0           2           2
   1.3959188899914728E-003   3.1906748542134726E-003           2           0           2
  -3.4382514678433579E-004  -7.8581012819010085E-004           2           2           0
  -7.4715411632199965E-003  -1.7077797473282454E-002          -3          -2          -2
  -2.4785915837369369E-003  -5.6652864106501340E-003          -3          -1          -1
  -6.6424085794946112E-005  -1.5182577008247093E-004          -2          -3          -2
  -4.2608022178909225E-003  -9.7389641555591360E-003          -2          -2          -3
   3.2605665861541494E-004   7.4526436830722059E-004          -2           0           1
   4.2338563271302745E-004   9.6775085647148908E-004          -2           1           0
   2.8192699577114667E-003   6.4439897164054374E-003          -1          -3          -1
   2.2956410234838032E-003   5.2471779208143757E-003          -1          -1          -3
   1.1879231581756505E-004   2.7152361839014440E-004          -1           0           2
   7.7513142262043647E-003   1.7717269911251571E-002          -1           2           0
  -6.2737936026429936E-004  -1.4339862851999962E-003           0          -2           1
  -2.2857612218549236E-004  -5.2245093849991237E-004           0          -1           2
   4.7797355769194656E-003   1.0925125014768753E-002           0           1          -2
   8.8713854096243733E-003   2.0277426940031002E-002           0           2          -1
  -2.7645305084225327E-003  -6.3188686821730065E-003           1          -2           0
  -2.4840962360446355E-003  -5.6779338910492479E-003           1           0          -2
  -1.0977994715570863E-004  -2.5092520364593636E-004           1           1           3
  -7.9434371582655355E-003  -1.8156402462200866E-002           1           3           1
  -4.7189363174180923E-004  -1.0786048150947160E-003           2          -1           0
  -4.6105849932200349E-003  -1.0538461917959390E-002           2           0          -1
   3.0132014169402391E-004   6.8872547807073497E-004           2           2           3
   2.8593738849246243E-004   6.5358269897530222E-004           2           3           2
   7.6848877142274528E-003   1.7565443971116632E-002           3           1           1
   2.3958837524453089E-003   5.4762389589306680E-003           3           2           2
  -4.3804651400651453E-003  -1.0012452837279296E-002          -3          -2          -1
  -7.6849108097083677E-003  -1.7565433555999155E-002          -3          -1          -2
  -2.1566885073811962E-004  -4.9295555535017210E-004          -2          -3          -1
  -6.4963930297120458E-003  -1.4848820886649143E-002          -2          -1          -3
   1.2619285925316442E-003   2.8843986004893885E-003          -2          -1           1
   4.7188866442371587E-004   1.0786073567758375E-003          -2           1          -1
   7.9434561663594416E-003   1.8156393896694285E-002          -1          -3          -2
   7.8419164258375761E-003   1.7924310891264505E-002          -1          -2          -3
   2.5619116541274564E-004   5.8557827501360283E-004          -1          -2           1
   1.5867527326387174E-003   3.6268714421530553E-003          -1           1          -2
   1.5673861455367108E-003   3.5825812142905866E-003          -1           1           2
   4.7307637354036232E-003   1.0813125408120683E-002          -1           2           1
  -7.7513344596887345E-003  -1.7717260426491743E-002           1          -2          -1
  -7.7111458269885982E-003  -1.7625409245014205E-002           1          -1          -2
  -3.3155106278657729E-004  -7.5782858329970617E-004           1          -1           2
  -1.2147559833588309E-003  -2.7765927285553407E-003           1           2          -1
  -1.5934792545243038E-003  -3.6422228013629713E-003           1           2           3
  -4.8388166347367685E-003  -1.1060102787038437E-002           1           3           2
  -4.5835047712843084E-004  -1.0476524735325685E-003           2          -1           1
  -6.2551649025212970E-003  -1.4297445331620705E-002           2           1          -1
   1.3111950024691434E-003   2.9970074735023748E-003           2           1           3
   6.6420967926112868E-005   1.5182739832784076E-004           2           3           1
   4.5150938036281219E-003   1.0320172225495944E-002           3           1           2
   7.4715647324435511E-003   1.7077787346355483E-002           3           2           1
  -1.1177057920848076E-003  -2.5547719641059751E-003          -3          -3          -2
  -2.3958452164124840E-003  -5.4762559887198258E-003          -3          -2          -3
   7.6628970641255104E-004   1.7515345668289359E-003          -3          -1           0
   8.2703022628248947E-004   1.8903723848814633E-003          -3           0          -1
  -2.8594577339171348E-004  -6.5357874971666617E-004          -2          -3          -3
   2.8689124119546399E-004   6.5575347470835424E-004          -2           1           1
  -4.7523821721905313E-004  -1.0862750867672343E-003          -1          -3           0
  -4.2251059298037481E-005  -9.6571452041119266E-005          -1          -1           2
   2.3545528745676044E-004   5.3818219883713871E-004          -1           0          -3
   2.7645004697488874E-003   6.3188830140592312E-003          -1           2          -1
  -1.5913182855653353E-003  -3.6373319087260759E-003           0          -3          -1
  -4.5304212310413042E-004  -1.0355400948866866E-003           0          -1          -3
  -8.7967521896114954E-005  -2.0107129564931662E-004           0           1           3
  -2.3271691457817144E-003  -5.3192724140419039E-003           0           3           1
   4.4718548071103338E-004   1.0221565247539120E-003           1          -2           1
   4.5719731311486182E-005   1.0449868284567675E-004           1           0           3
  -2.1759226490227111E-004  -4.9735419867284725E-004           1           1          -2
  -2.8192424493547006E-003  -6.4440022020822996E-003           1           3           0
  -4.2339571636510007E-004  -9.6774524731032987E-004           2          -1          -1
   3.1910234250362408E-004   7.2937871689122014E-004           2           3           3
   1.2094626513772114E-003   2.7644993647520230E-003           3           0           1
   2.4785536761964605E-003   5.6653028992312065E-003           3           1           0
  -7.6213114237345112E-004  -1.7420277197083664E-003           3           2           3
  -7.6428640751403975E-004  -1.7469609747830558E-003           3           3           2
   7.6430399864307181E-004   1.7469528866841354E-003          -3          -3          -3
  -1.4558110263001361E-003  -3.3275633483461557E-003          -3          -3          -1
  -7.5455870308497057E-004  -1.7246895489413036E-003          -3          -2           0
  -4.5150826421184662E-003  -1.0320176601324461E-002          -3          -1          -3
  -1.2094779859485568E-003  -2.7644927986027663E-003          -3           0          -2
   9.4785022873080456E-004   2.1665166648561335E-003          -3           0           0
  -3.6059844589990072E-004  -8.2422435135458402E-004          -2          -3           0
   5.7775850641814163E-004   1.3205867424728659E-003          -2          -2           1
  -1.3959290387754429E-003  -3.1906717230811427E-003          -2           0          -3
   4.5834818181552680E-004   1.0476526373861495E-003          -2           1          -2
   4.8388039280095347E-003   1.1060108735487170E-002          -1          -3          -3
   1.1558206892472256E-003   2.6418545764782140E-003          -1           2           2
   2.3271995338975523E-003   5.3192582634795111E-003           0          -3          -2
  -1.8237918516403519E-003  -4.1686700428610916E-003           0          -3           0
   2.6859568579576799E-003   6.1392803323351616E-003           0          -2          -3
   2.2066598889452947E-009   1.3481071103602135E-009           0           0          -3
   4.8625387427389449E-010  -7.0053825997866044E-010           0           0           3
  -1.2029450688600537E-003  -2.7495823701155909E-003           0           2           3
   1.5913503282044082E-003   3.6373174620330205E-003           0           3           0
  -3.0311339319865436E-003  -6.9282942101543711E-003           0           3           2
