1
1.0000000000E+00 1.0000000000E+00
2
5.8578643763E-01 8.5355339059E-01
3.4142135624E+00 1.4644660941E-01
3
4.1577455678E-01 7.1109300993E-01
2.2942803603E+00 2.7851773357E-01
6.2899450829E+00 1.0389256502E-02
4
3.2254768962E-01 6.0315410434E-01
1.7457611012E+00 3.5741869244E-01
4.5366202969E+00 3.8887908515E-02
9.3950709123E+00 5.3929470556E-04
5
2.6356031972E-01 5.2175561058E-01
1.4134030591E+00 3.9866681108E-01
3.5964257710E+00 7.5942449682E-02
7.0858100059E+00 3.6117586799E-03
1.2640800844E+01 2.3369972386E-05
6
2.2284660418E-01 4.5896467395E-01
1.1889321017E+00 4.1700083077E-01
2.9927363261E+00 1.1337338207E-01
5.7751435691E+00 1.0399197453E-02
9.8374674184E+00 2.6101720281E-04
1.5982873981E+01 8.9854790643E-07
7
1.9304367656E-01 4.0931895170E-01
1.0266648953E+00 4.2183127786E-01
2.5678767450E+00 1.4712634866E-01
4.9003530845E+00 2.0633514469E-02
8.1821534446E+00 1.0740101433E-03
1.2734180292E+01 1.5865464349E-05
1.9395727862E+01 3.1703154790E-08
8
1.7027963231E-01 3.6918858934E-01
9.0370177680E-01 4.1878678081E-01
2.2510866299E+00 1.7579498664E-01
4.2667001703E+00 3.3343492261E-02
7.0459054024E+00 2.7945362352E-03
1.0758516010E+01 9.0765087734E-05
1.5740678641E+01 8.4857467163E-07
2.2863131737E+01 1.0480011749E-09
9
1.5232222773E-01 3.3612642180E-01
8.0722002274E-01 4.1121398042E-01
2.0051351556E+00 1.9928752537E-01
3.7834739733E+00 4.7460562766E-02
6.2049567779E+00 5.5996266108E-03
9.3729852517E+00 3.0524976709E-04
1.3466236911E+01 6.5921230261E-06
1.8833597789E+01 4.1107693303E-08
2.6374071891E+01 3.2908740304E-11
10
1.3779347054E-01 3.0844111577E-01
7.2945454950E-01 4.0111992916E-01
1.8083429017E+00 2.1806828761E-01
3.4014336979E+00 6.2087456099E-02
5.5524961401E+00 9.5015169752E-03
8.3301527468E+00 7.5300838859E-04
1.1843785838E+01 2.8259233496E-05
1.6279257831E+01 4.2493139850E-07
2.1996585812E+01 1.8395648240E-09
2.9920697012E+01 9.9118272196E-13
11
1.2579644219E-01 2.8493321289E-01
6.6541825584E-01 3.8972088953E-01
1.6471505459E+00 2.3278183185E-01
3.0911381430E+00 7.6564453546E-02
5.0292844016E+00 1.4393282767E-02
7.5098878638E+00 1.5188808465E-03
1.0605951000E+01 8.5131224355E-05
1.4431613758E+01 2.2924038796E-06
1.9178857403E+01 2.4863537028E-08
2.5217709340E+01 7.7126269337E-11
3.3497192847E+01 2.8837758683E-14
12
1.1572211736E-01 2.6473137106E-01
6.1175748452E-01 3.7775927587E-01
1.5126102698E+00 2.4408201132E-01
2.8337513377E+00 9.0449222212E-02
4.5992276394E+00 2.0102381155E-02
6.8445254531E+00 2.6639735419E-03
9.6213168425E+00 2.0323159266E-04
1.3006054993E+01 8.3650558568E-06
1.7116855187E+01 1.6684938765E-07
2.2151090379E+01 1.3423910305E-09
2.8487967251E+01 3.0616016350E-12
3.7099121044E+01 8.1480774674E-16
13
1.0714238847E-01 2.4718870843E-01
5.6613189904E-01 3.6568882290E-01
1.3985643365E+00 2.5256242006E-01
2.6165971084E+00 1.0347075802E-01
4.2388459290E+00 2.6432754416E-02
6.2922562711E+00 4.2203960403E-03
8.8150019412E+00 4.1188177047E-04
1.1861403589E+01 2.3515473982E-05
1.5510762038E+01 7.3173116202E-07
1.9884635664E+01 1.1088416257E-08
2.5185263865E+01 6.7708266922E-11
3.1800386302E+01 1.1599799599E-13
4.0723008669E+01 2.2450932039E-17
14
9.9747507033E-02 2.3181557714E-01
5.2685764885E-01 3.5378469160E-01
1.3006291213E+00 2.5873461025E-01
2.4308010787E+00 1.1548289356E-01
3.9321028223E+00 3.3192092159E-02
5.8255362183E+00 6.1928694370E-03
8.1402401416E+00 7.3989037787E-04
1.0916499507E+01 5.4907194668E-05
1.4210805011E+01 2.4095857641E-06
1.8104892220E+01 5.8015439817E-08
2.2723381628E+01 6.8193146925E-10
2.8272981723E+01 3.2212077519E-12
