         718          24          24          24
  0.27009545613229335      -0.57866966085543092                0           0           0
  -5.9089592359611497E-002  0.12659718962497341               -1          -1          -1
   3.5288364107156231E-002  -7.5603677520609813E-002          -1           0           0
   3.5288361046391763E-002  -7.5603685187172157E-002           0          -1           0
 -0.27318739831736250       0.58529060203481398                0           0          -1
   1.2907697006119699E-002  -2.7654521974250883E-002           0           0           1
   5.9089610096945897E-002 -0.12659718189341806                0           1           0
   5.9089592065793159E-002 -0.12659716858262532                1           0           0
  -3.5288357947364443E-002   7.5603681639222042E-002           1           1           1
   1.1622226553415820E-002  -2.4899880230893713E-002          -1          -1           0
  -5.9471808412084819E-002  0.12741555138263444               -1           0          -1
  -5.9471811660974414E-002  0.12741557100046111                0          -1          -1
  -1.1622226428734768E-002   2.4899878229275675E-002           0           1           1
  -1.1622226708695569E-002   2.4899880456109559E-002           1           0           1
   5.9471824475245509E-002 -0.12741556452427821                1           1           0
  -4.9699693608350557E-003   1.0647900595523313E-002          -2          -1          -1
  -4.9699699264511999E-003   1.0647902210484346E-002          -1          -2          -1
   3.5403379956663421E-002  -7.5850338050940921E-002          -1          -1          -2
   3.4980601847396835E-003  -7.4944459861933741E-003          -1           0           1
   4.9699723674027727E-003  -1.0647901074943712E-002          -1           1           0
   3.4980589304518714E-003  -7.4944463842989938E-003           0          -1           1
  -3.5403381176724508E-002   7.5850346884519471E-002           0           1          -1
   4.9699670579907724E-003  -1.0647906064681766E-002           1          -1           0
  -3.5403373695226767E-002   7.5850342835060203E-002           1           0          -1
  -3.4980600439164775E-003   7.4944472679319540E-003           1           1           2
  -4.9699723988684136E-003   1.0647901121779791E-002           1           2           1
  -4.9699658180615888E-003   1.0647905475563940E-002           2           1           1
  -4.9686266417241221E-003   1.0645005626693516E-002          -2          -2          -1
   4.8880427182711895E-003  -1.0472455187745849E-002          -2          -1          -2
   4.2211672475009100E-003  -9.0436539250694746E-003          -2          -1           0
   3.1271295560080345E-003  -6.6997777369794693E-003          -2           0          -1
   4.8880364252984433E-003  -1.0472461395475073E-002          -1          -2          -2
   4.2211669061607629E-003  -9.0436544565997111E-003          -1          -2           0
   4.1740853696394641E-003  -8.9427691264144463E-003          -1          -1           1
   1.1493041789659875E-002  -2.4623594699902447E-002          -1           0          -2
  -4.8880422273540561E-003   1.0472456472788431E-002          -1           1          -1
  -4.2211665500817338E-003   9.0436532245638489E-003          -1           1           1
   3.1271311481574854E-003  -6.6997724355651791E-003           0          -2          -1
   1.1493041100369420E-002  -2.4623593995541090E-002           0          -1          -2
  -4.1740856578502180E-003   8.9427687482074580E-003           0           1           2
  -4.9686272947286553E-003   1.0645005500894927E-002           0           2           1
  -4.8880357305434285E-003   1.0472458516315876E-002           1          -1          -1
  -4.2211681322435312E-003   9.0436528468069207E-003           1          -1           1
  -4.1740851267612813E-003   8.9427691061984838E-003           1           0           2
  -1.1493044902653737E-002   2.4623597700546073E-002           1           1          -1
   4.8880404672989328E-003  -1.0472465199722263E-002           1           2           0
   4.2211656478761588E-003  -9.0436529530555365E-003           1           2           2
  -4.9686257199652462E-003   1.0645007483921928E-002           2           0           1
   4.8880397183262252E-003  -1.0472461638062310E-002           2           1           0
   4.2211679130790356E-003  -9.0436519857181874E-003           2           1           2
   3.1271300690631876E-003  -6.6997727634878369E-003           2           2           1
  -3.1835205245898399E-003   6.8205232919110728E-003          -2          -2          -2
   6.0558797928076781E-003  -1.2974426485835047E-002          -2           0           0
   6.0558785814695355E-003  -1.2974427110927847E-002           0          -2           0
  -1.3120928920514925E-002   2.8110696134973641E-002           0           0          -2
  -4.9723426105915203E-003   1.0653005980366587E-002           0           0           2
  -3.1835186026905361E-003   6.8205236629372903E-003           0           2           0
  -3.1835229942585009E-003   6.8205235214765618E-003           2           0           0
   6.0558788781543390E-003  -1.2974426729914834E-002           2           2           2
   1.1561595872639479E-003  -2.4770404458128708E-003          -2          -2           0
   4.8590159186634833E-003  -1.0410292411823639E-002          -2           0          -2
   4.8590132398828364E-003  -1.0410293599059938E-002           0          -2          -2
   1.1561590501804994E-003  -2.4770400592307945E-003           0           2           2
   1.1561603220329206E-003  -2.4770398266527232E-003           2           0           2
   4.8590155044669903E-003  -1.0410295758190521E-002           2           2           0
  -3.1510289452306925E-003   6.7509552689931137E-003          -3          -2          -2
  -1.5066359734643418E-003   3.2278746902790808E-003          -3          -1          -1
  -3.1510285975963810E-003   6.7509550771176451E-003          -2          -3          -2
  -6.0121120867432428E-003   1.2880726150488842E-002          -2          -2          -3
   9.6245196674041170E-004  -2.0619965047325682E-003          -2           0           1
   1.5066360838272225E-003  -3.2278747524273777E-003          -2           1           0
  -1.5066348717445311E-003   3.2278750114012500E-003          -1          -3          -1
   3.4660171913420573E-003  -7.4257910620463257E-003          -1          -1          -3
  -2.5259169428487310E-003   5.4116720119010680E-003          -1           0           2
  -3.1510286257872542E-003   6.7509553242611452E-003          -1           2           0
   9.6245095155903513E-004  -2.0619973043597903E-003           0          -2           1
  -2.5259171827301374E-003   5.4116712507090905E-003           0          -1           2
  -3.4660180638308035E-003   7.4257917837318417E-003           0           1          -2
  -6.0121121716001499E-003   1.2880727159499466E-002           0           2          -1
   1.5066346388930168E-003  -3.2278755422145405E-003           1          -2           0
  -3.4660163063753363E-003   7.4257907311923686E-003           1           0          -2
   2.5259172003908792E-003  -5.4116714396333990E-003           1           1           3
   3.1510284325953104E-003  -6.7509551120970620E-003           1           3           1
  -3.1510303383164937E-003   6.7509541194921783E-003           2          -1           0
  -6.0121113672174271E-003   1.2880727104906113E-002           2           0          -1
   9.6245107775688949E-004  -2.0619973809639720E-003           2           2           3
   1.5066353960911188E-003  -3.2278754830158355E-003           2           3           2
   3.1510305408052404E-003  -6.7509539224555838E-003           3           1           1
   1.5066349816409835E-003  -3.2278761479222376E-003           3           2           2
  -2.7119286733931843E-003   5.8101781234830051E-003          -3          -2          -1
  -3.1780717702289364E-003   6.8088750750435649E-003          -3          -1          -2
  -2.7119280108816356E-003   5.8101779910277492E-003          -2          -3          -1
  -4.2280724970416156E-003   9.0584819981776726E-003          -2          -1          -3
   2.1321277039479227E-003  -4.5679873304981296E-003          -2          -1           1
   3.1780717295401212E-003  -6.8088746819759821E-003          -2           1          -1
  -3.1780726054788703E-003   6.8088724909948911E-003          -1          -3          -2
  -4.2280736583328454E-003   9.0584804678143782E-003          -1          -2          -3
   2.1321273769219608E-003  -4.5679871324269374E-003          -1          -2           1
   4.2280717753757548E-003  -9.0584815321282167E-003          -1           1          -2
  -2.1321274449449335E-003   4.5679870265593892E-003          -1           1           2
  -2.7119285012740012E-003   5.8101776766567980E-003          -1           2           1
   3.1780728132932545E-003  -6.8088730573662732E-003           1          -2          -1
   4.2280731544040075E-003  -9.0584813673951926E-003           1          -1          -2
  -2.1321274474196969E-003   4.5679869436350915E-003           1          -1           2
  -4.2280734244214586E-003   9.0584802824865036E-003           1           2          -1
   2.1321272277020822E-003  -4.5679869209493441E-003           1           2           3
   2.7119281095903149E-003  -5.8101777485570685E-003           1           3           2
  -2.7119277541441398E-003   5.8101790052157293E-003           2          -1           1
  -4.2280737030478723E-003   9.0584816396128594E-003           2           1          -1
   2.1321277629709570E-003  -4.5679870687906337E-003           2           1           3
   3.1780727512423501E-003  -6.8088724172767137E-003           2           3           1
   2.7119281329600039E-003  -5.8101792454421965E-003           3           1           2
   3.1780730153673814E-003  -6.8088731887533853E-003           3           2           1
  -7.9677336091707853E-004   1.7070718663926713E-003          -3          -3          -2
  -1.4467971730893247E-003   3.0997250472932516E-003          -3          -2          -3
   9.6905080241046430E-004  -2.0761625191513507E-003          -3          -1           0
   8.9867182985358676E-004  -1.9253865248795225E-003          -3           0          -1
  -1.4467960447918523E-003   3.0997252011884971E-003          -2          -3          -3
  -9.6905072611803945E-004   2.0761623660559832E-003          -2           1           1
   9.6905124959940339E-004  -2.0761624722851219E-003          -1          -3           0
  -1.1327835584689677E-003   2.4269451568510077E-003          -1          -1           2
   4.1229375327644889E-003  -8.8332469192490375E-003          -1           0          -3
  -1.4467971899855838E-003   3.0997256014135034E-003          -1           2          -1
   8.9867243764381159E-004  -1.9253867049604289E-003           0          -3          -1
   4.1229371324149160E-003  -8.8332471542886329E-003           0          -1          -3
   1.1327835607700888E-003  -2.4269453427398671E-003           0           1           3
   7.9677384048317684E-004  -1.7070723158324847E-003           0           3           1
  -9.6905135193011229E-004   2.0761624363076696E-003           1          -2           1
   1.1327838364933980E-003  -2.4269450379691476E-003           1           0           3
  -4.1229376180155278E-003   8.8332472407870316E-003           1           1          -2
   1.4467967110130954E-003  -3.0997261237595622E-003           1           3           0
  -1.4467957709365412E-003   3.0997261927316879E-003           2          -1          -1
  -9.6905089784471801E-004   2.0761618266872772E-003           2           3           3
   7.9677401256416952E-004  -1.7070722187092560E-003           3           0           1
   1.4467961225056998E-003  -3.0997266953253491E-003           3           1           0
  -9.6905118947225393E-004   2.0761619309211769E-003           3           2           3
  -8.9867188478739990E-004   1.9253857059623593E-003           3           3           2
   9.4463719761550351E-004  -2.0238245519047220E-003          -3          -3          -3
  -1.3894361280932218E-003   2.9768120789600916E-003          -3          -3          -1
  -1.3784606720865973E-004   2.9532153126387726E-004          -3          -2           0
  -2.6878164545066411E-003   5.7585410169458656E-003          -3          -1          -3
  -8.4114331128402409E-004   1.8020955004261832E-003          -3           0          -2
   1.4310198264282175E-003  -3.0659041751470713E-003          -3           0           0
  -1.3784568081079277E-004   2.9532182252496890E-004          -2          -3           0
   1.2526125102351555E-003  -2.6836721821195996E-003          -2          -2           1
  -1.1972423707988810E-003   2.5650247884267743E-003          -2           0          -3
   2.6878164279693457E-003  -5.7585411507415814E-003          -2           1          -2
  -2.6878151848101330E-003   5.7585414346860864E-003          -1          -3          -3
  -1.3784578687903447E-004   2.9532107891707868E-004          -1           2           2
  -8.4114311477328791E-004   1.8020947189634046E-003           0          -3          -2
   1.4310196997974296E-003  -3.0659045480017286E-003           0          -3           0
  -1.1972430602680295E-003   2.5650242922591747E-003           0          -2          -3
   4.9416793205996293E-003  -1.0587360637023577E-002           0           0          -3
   1.7119420328658228E-004  -3.6677750432844407E-004           0           0           3
   1.2526124629279451E-003  -2.6836724797085964E-003           0           2           3
  -9.4463644052388831E-004   2.0238238153304786E-003           0           3           0
   1.3894357317393148E-003  -2.9768119123376583E-003           0           3           2
   2.6878152427117497E-003  -5.7585418062258238E-003           1          -2          -2
   1.3784537509033262E-004  -2.9532135930875687E-004           1           3           3
  -1.3784531621820483E-004   2.9532180682584818E-004           2          -1           2
   1.2526129116093134E-003  -2.6836722710374674E-003           2           0           3
  -1.1972430903701274E-003   2.5650241995916106E-003           2           2          -1
   2.6878157944086969E-003  -5.7585417806040777E-003           2           3           0
  -9.4463726298299792E-004   2.0238240670982940E-003           3           0           0
   1.3894367223958228E-003  -2.9768119065096306E-003           3           0           2
   1.3784536782672911E-004  -2.9532184761496625E-004           3           1           3
   2.6878158469793387E-003  -5.7585421017730069E-003           3           2           0
   8.4114374420749699E-004  -1.8020952931373034E-003           3           3           1
  -1.4310195386512024E-003   3.0659041294368913E-003           3           3           3
  -4.4607014401640738E-004   9.5569649770064070E-004          -4          -2          -2
  -4.4607031283344542E-004   9.5569609626934299E-004          -2          -4          -2
  -9.3384233456062936E-004   2.0007299679150434E-003          -2          -2          -4
  -6.1460475677411943E-004   1.3167677536851698E-003          -2           0           2
  -4.4607006824467826E-004   9.5569633259082014E-004          -2           2           0
  -6.1460502193953596E-004   1.3167674188923630E-003           0          -2           2
  -9.3384241662707967E-004   2.0007302142827166E-003           0           2          -2
  -4.4607033634832437E-004   9.5569645934251283E-004           2          -2           0
  -9.3384139845475371E-004   2.0007308280702045E-003           2           0          -2
  -6.1460505535475599E-004   1.3167673943624081E-003           2           2           4
  -4.4607030525235287E-004   9.5569589123816064E-004           2           4           2
  -4.4607027449381371E-004   9.5569639479863857E-004           4           2           2
   1.5559766608581882E-004  -3.3335407184414289E-004          -4          -3          -2
   4.6883329142412191E-004  -1.0044453607199544E-003          -4          -2          -3
  -5.8834279600209578E-004   1.2605020581459702E-003          -4          -2          -1
  -7.4602501330903442E-004   1.5983293339365747E-003          -4          -1          -2
   1.5559746833788876E-004  -3.3335418517309616E-004          -3          -4          -2
   9.9250938475918754E-004  -2.1263979122250780E-003          -3          -2          -4
   5.2263273602818315E-004  -1.1197210923175811E-003          -3          -1           1
   7.4602506333225566E-004  -1.5983292692823958E-003          -3           1          -1
   4.6883319912512805E-004  -1.0044454868520995E-003          -2          -4          -3
  -5.8834261507992617E-004   1.2605020112397987E-003          -2          -4          -1
   9.9250950643790976E-004  -2.1263979022059596E-003          -2          -3          -4
  -2.1209382884809858E-003   4.5440241799526767E-003          -2          -1          -4
  -1.9591530644742883E-004   4.1974060438091894E-004          -2          -1           2
  -5.2263253930705548E-004   1.1197209638526009E-003          -2           1           2
   4.6883323499439497E-004  -1.0044453089694916E-003          -2           2          -1
  -5.8834262028614596E-004   1.2605019054799348E-003          -2           2           1
  -7.4602427244698714E-004   1.5983300475152233E-003          -1          -4          -2
   5.2263285296029862E-004  -1.1197203596769718E-003          -1          -3           1
  -2.1209381995588679E-003   4.5440238945877367E-003          -1          -2          -4
  -1.9591534654066103E-004   4.1974056869952296E-004          -1          -2           2
   2.1209383322565844E-003  -4.5440244127907536E-003          -1           1          -3
   1.9591546656626908E-004  -4.1974082996807456E-004          -1           1           3
   9.9250902305311230E-004  -2.1263975348769213E-003          -1           2          -2
  -1.5559738017394316E-004   3.3335376924208143E-004          -1           3           1
   7.4602433687195120E-004  -1.5983303168997692E-003           1          -3          -1
  -5.2263286100883626E-004   1.1197205353512488E-003           1          -2           2
   2.1209381783593821E-003  -4.5440238966087286E-003           1          -1          -3
   1.9591543464827688E-004  -4.1974061285234249E-004           1          -1           3
  -2.1209383468764643E-003   4.5440240903700940E-003           1           2          -2
  -1.9591557234315102E-004   4.1974083904036989E-004           1           2           4
  -9.9250925419750412E-004   2.1263975340527134E-003           1           3          -1
   1.5559716817776034E-004  -3.3335388919488482E-004           1           4           2
   4.6883338746476648E-004  -1.0044451614135974E-003           2          -2          -1
  -5.8834271540697243E-004   1.2605022756886387E-003           2          -2           1
   9.9250979759288316E-004  -2.1263975231839423E-003           2          -1          -2
  -2.1209383618510285E-003   4.5440239081293420E-003           2           1          -2
  -1.9591551196145385E-004   4.1974064797839998E-004           2           1           4
  -5.2263285518378000E-004   1.1197204130403223E-003           2           3           4
   4.6883316050199184E-004  -1.0044454542275849E-003           2           4           1
  -5.8834247749481761E-004   1.2605017272019452E-003           2           4           3
  -1.5559716689491170E-004   3.3335416116887328E-004           3          -1           1
  -9.9250991271187042E-004   2.1263975083636475E-003           3           1          -1
  -5.2263309248876827E-004   1.1197207861945143E-003           3           2           4
  -7.4602438543817701E-004   1.5983297886202166E-003           3           4           2
   1.5559720109824818E-004  -3.3335421171193055E-004           4           1           2
   4.6883343631089192E-004  -1.0044451428748297E-003           4           2           1
  -5.8834279058428776E-004   1.2605022975712772E-003           4           2           3
  -7.4602440174406323E-004   1.5983301583197469E-003           4           3           2
   7.5505741111075043E-004  -1.6176727336972392E-003          -4          -3          -3
  -4.4492417115423594E-004   9.5322979506742855E-004          -4          -1          -1
   7.5505707574994858E-004  -1.6176727228152221E-003          -3          -4          -3
   1.4411510256878216E-003  -3.0875977121230017E-003          -3          -3          -4
  -2.5219643415140764E-004   5.4031958113175019E-004          -3          -3           0
  -1.3974592314878341E-003   2.9939921123924361E-003          -3           0          -3
   2.8072764581329871E-004  -6.0144737345559540E-004          -3           0           1
   4.4492414455289306E-004  -9.5322971360613760E-004          -3           1           0
  -4.4492365418720154E-004   9.5322927344961830E-004          -1          -4          -1
  -2.5265560070786923E-003   5.4130359710332851E-003          -1          -1          -4
  -1.2214761138119762E-004   2.6169718214113521E-004          -1           0           3
  -7.5505724782963534E-004   1.6176724499756682E-003          -1           3           0
  -1.3974589452385347E-003   2.9939912258824804E-003           0          -3          -3
   2.8072731597600115E-004  -6.0144697743306315E-004           0          -3           1
  -1.2214776375584472E-004   2.6169690618225159E-004           0          -1           3
   2.5265563115465517E-003  -5.4130364464437999E-003           0           1          -3
  -1.4411505022281727E-003   3.0875974605408391E-003           0           3          -1
   2.5219605056760761E-004  -5.4031911969547016E-004           0           3           3
   4.4492370751934087E-004  -9.5322947040463830E-004           1          -3           0
   2.5265564863090929E-003  -5.4130357142915201E-003           1           0          -3
   1.2214778410914379E-004  -2.6169698118568029E-004           1           1           4
   7.5505711434057450E-004  -1.6176725580159875E-003           1           4           1
  -7.5505675664984731E-004   1.6176736957510339E-003           3          -1           0
  -1.4411509366949980E-003   3.0875980139342006E-003           3           0          -1
   2.5219614876952057E-004  -5.4031997749568351E-004           3           0           3
   1.3974592487977250E-003  -2.9939915843894141E-003           3           3           0
  -2.8072772097112800E-004   6.0144728572724402E-004           3           3           4
  -4.4492413309769310E-004   9.5322957379391461E-004           3           4           3
   7.5505688662666785E-004  -1.6176737892855642E-003           4           1           1
  -4.4492413096891992E-004   9.5322990052396171E-004           4           3           3
  -2.3559283717450023E-004   5.0475056213644567E-004          -4          -3          -1
  -1.4026382888839158E-004   3.0051502013001788E-004          -4          -1          -3
  -2.3559294983325232E-004   5.0475022405331528E-004          -3          -4          -1
   2.7996818740946334E-004  -5.9982117465274035E-004          -3          -2           1
  -1.2330349105300263E-004   2.6417797127112726E-004          -3          -1          -4
   1.4026378003963207E-004  -3.0051497547533629E-004          -3           1          -2
   2.7996828962705819E-004  -5.9982091969204847E-004          -2          -3           1
   1.2330345691347619E-004  -2.6417797937342875E-004          -2           1          -3
  -1.4026354848286523E-004   3.0051523085861912E-004          -1          -4          -3
  -1.2330309336471571E-004   2.6417825779720167E-004          -1          -3          -4
   2.7996823198942844E-004  -5.9982138175298486E-004          -1           2           3
   2.3559286714050086E-004  -5.0475062929317886E-004          -1           3           2
   1.4026351218079323E-004  -3.0051545207173910E-004           1          -3          -2
   1.2330284150437621E-004  -2.6417866139648457E-004           1          -2          -3
  -2.7996840009480279E-004   5.9982116599313303E-004           1           3           4
  -2.3559306127377596E-004   5.0475037801439549E-004           1           4           3
   2.7996841444124279E-004  -5.9982107163126228E-004           2          -1           3
   1.2330295083447099E-004  -2.6417796499028846E-004           2           3          -1
   2.3559289075816657E-004  -5.0475081542145778E-004           3          -1           2
  -2.7996848470950513E-004   5.9982114535073595E-004           3           1           4
   1.2330273582896606E-004  -2.6417839722708608E-004           3           2          -1
  -1.4026337794500251E-004   3.0051492658625248E-004           3           4           1
  -2.3559295892105505E-004   5.0475093563783803E-004           4           1           3
  -1.4026332366035471E-004   3.0051521504486202E-004           4           3           1
   2.2715543498296202E-004  -4.8667204193802218E-004          -4          -4          -3
   4.4121794802478887E-004  -9.4529115157290268E-004          -4          -3          -4
   8.3733104584952643E-005  -1.7939621730053834E-004          -4          -1           0
  -1.2636205875839774E-005   2.7069146025851473E-005          -4           0          -1
