row 2 col 0 -6.18063 9.15238e-06
row 2 col 1 -11.0376 2.74026e-05
row 2 col 2 -3.58828 -1.1212e-16
row 2 col 3 -0.658085 -7.15098e-07
row 2 col 4 -0.0217008 -5.12728e-08
row 2 col 5 0.0119036 -8.53695e-08
row 2 col 6 -0.0134032 -4.34522e-08
row 2 col 7 0.00207417 -2.07557e-07
row 2 col 8 0.0954212 -7.15791e-07
row 2 col 9 1.04803 1.54268e-06
row 2 col 10 8.21914 2.36946e-05
row 2 col 11 4.52873 -4.25777e-05
row 2 col 12 2.95381 6.4369e-06
row 2 col 13 -1.2365 -7.85105e-06
row 2 col 14 -0.47765 -8.45781e-06
row 2 col 15 0.205484 -1.50409e-06
row 2 col 16 0.129203 -2.60301e-07
row 2 col 17 0.0117914 -1.3863e-07
row 2 col 18 -0.00804915 -3.08101e-08
row 2 col 19 0.0222068 -1.02253e-07
row 2 col 20 0.142628 2.33384e-07
row 2 col 21 0.422005 2.73126e-06
row 2 col 22 0.291177 1.1421e-05
row 2 col 23 -5.69242 1.01081e-05
row 2 col 24 1.67737 2.8156e-07
row 2 col 25 -0.042268 -1.03384e-06
row 2 col 26 -0.12756 -3.58936e-07
row 2 col 27 0.17687 4.2212e-07
row 2 col 28 0.0462257 -1.26797e-07
row 2 col 29 -0.0212462 -7.20858e-08
row 2 col 30 -0.00825151 -4.92531e-09
row 2 col 31 0.00722271 1.2776e-08
row 2 col 32 0.0409199 3.07039e-07
row 2 col 33 -0.101743 9.79727e-07
row 2 col 34 -0.569853 2.02601e-06
row 2 col 35 -0.733889 9.92542e-07
row 2 col 36 0.152337 8.21347e-08
row 2 col 37 -0.534755 8.38512e-07
row 2 col 38 -0.271859 9.36304e-07
row 2 col 39 0.0418369 2.53921e-07
row 2 col 40 -0.00406813 -1.19566e-07
row 2 col 41 -0.0165462 -6.81995e-09
row 2 col 42 -0.00166508 1.03252e-08
row 2 col 43 0.0015022 6.92785e-09
row 2 col 44 -0.00267511 4.58282e-08
row 2 col 45 -0.0805553 1.63109e-07
row 2 col 46 -0.122644 2.40771e-08
row 2 col 47 0.112151 -2.47568e-07
row 2 col 48 -0.0450242 9.71081e-09
row 2 col 49 -0.149964 1.23902e-07
row 2 col 50 0.0146654 4.87534e-08
row 2 col 51 0.0742063 -1.05267e-07
row 2 col 52 0.0119727 -5.88422e-08
row 2 col 53 0.000192463 8.50708e-09
row 2 col 54 0.0021425 6.67947e-09
row 2 col 55 -0.000171549 3.67534e-10
row 2 col 56 -0.00238338 -1.03741e-10
row 2 col 57 -0.00739871 -1.55903e-08
row 2 col 58 0.00185354 -1.21981e-07
row 2 col 59 0.0489557 -1.06669e-07
row 2 col 60 0.00267699 -5.50485e-09
row 2 col 61 0.0125072 -1.1356e-08
row 2 col 62 0.0418853 -3.57907e-08
row 2 col 63 0.0236451 -3.07871e-08
row 2 col 64 0.000747247 -1.78718e-09
row 2 col 65 0.000237168 4.86187e-09
row 2 col 66 1.98111e-05 6.32528e-10
row 2 col 67 -0.0034012 8.87031e-11
row 2 col 68 -0.00196601 4.35822e-09
row 2 col 69 0.00623847 6.29037e-09
row 2 col 70 0.0100797 -7.27482e-09
row 2 col 71 0.0145752 -1.49971e-08
row 2 col 72 0.0131532 1.5274e-08
row 2 col 73 0.0106868 2.61882e-09
row 2 col 74 0.00822674 -2.79708e-09
row 2 col 75 1.77701e-05 -9.28076e-10
row 2 col 76 -0.00248924 3.88507e-10
row 2 col 77 -0.000135168 1.32238e-09
row 2 col 78 -0.000518997 3.51456e-09
row 2 col 79 -0.00277661 5.42386e-11
row 2 col 80 0.0129128 1.14217e-08
row 2 col 81 0.0316138 4.99601e-08
row 2 col 82 0.0106755 1.51308e-08
row 2 col 83 0.0017427 -1.4393e-08
row 2 col 84 0.0340594 1.60254e-07
row 2 col 85 0.00495487 5.63572e-08
row 2 col 86 -0.00183167 9.10808e-09
row 2 col 87 -0.00144993 7.30629e-09
row 2 col 88 -0.00058953 5.15324e-09
row 2 col 89 0.00230856 4.4533e-09
row 2 col 90 0.000381173 1.62071e-09
row 2 col 91 -0.0086549 -4.41379e-08
row 2 col 92 0.0166976 3.98789e-08
row 2 col 93 -0.0312705 2.58993e-07
row 2 col 94 -0.155584 6.8217e-08
row 2 col 95 -0.0590317 8.1303e-09
row 2 col 96 0.0709876 6.28724e-07
row 2 col 97 -0.0936078 7.77295e-08
row 2 col 98 -0.0568616 -1.23071e-07
row 2 col 99 -0.00520307 -1.8136e-08
row 2 col 100 -0.000976521 5.65982e-09
row 2 col 101 0.00139592 -4.74469e-09
row 2 col 102 -0.0188672 -4.94006e-08
row 2 col 103 -0.0836343 -1.68387e-07
row 2 col 104 -0.120731 2.8451e-07
row 2 col 105 -0.323915 6.60219e-07
row 2 col 106 -0.44468 -5.88035e-07
row 2 col 107 0.169465 5.45933e-09
row 2 col 108 -0.887654 1.68421e-06
row 2 col 109 -0.371248 -8.38024e-07
row 2 col 110 0.0393617 -6.47838e-07
row 2 col 111 0.0387663 -7.40183e-08
row 2 col 112 -0.000159431 7.34936e-10
row 2 col 113 -0.003698 -2.69964e-08
row 2 col 114 -0.0386729 -1.04204e-07
row 2 col 115 -0.0798385 -1.20632e-07
row 2 col 116 0.0472326 6.72668e-07
row 2 col 117 -0.0350255 -1.04685e-07
row 2 col 118 0.177439 -2.85952e-06
row 2 col 119 1.66042 2.84521e-06
row 2 col 120 -7.68811 -4.67399e-06
row 2 col 121 0.273612 -2.32272e-06
row 2 col 122 0.609411 1.65932e-09
row 2 col 123 0.103604 2.04606e-07
row 2 col 124 0.00418827 8.76322e-08
row 2 col 125 -0.00316264 -1.78998e-08
row 2 col 126 -0.0126394 -6.21438e-08
row 2 col 127 0.0956723 4.357e-08
row 2 col 128 0.449005 1.47148e-07
row 2 col 129 0.15061 -3.02545e-06
row 2 col 130 -0.183382 -2.00877e-06
row 2 col 131 2.37029 1.09799e-05
row 2 col 132 -3.29769 3.99142e-06
row 2 col 133 5.29866 2.02281e-05
row 2 col 134 0.358351 4.76431e-06
row 2 col 135 -0.264155 7.00444e-07
row 2 col 136 -0.0600975 2.00237e-07
row 2 col 137 -0.00497525 -8.56867e-09
row 2 col 138 -0.00317981 -2.73858e-08
row 2 col 139 0.0697216 -1.23521e-07
row 2 col 140 -0.0134968 -1.38495e-06
row 2 col 141 -1.77204 -5.3081e-06
row 2 col 142 -4.40598 7.85851e-06
row 2 col 143 -0.757812 -1.97575e-05
row 2 col 144 3.1694 1.41492e-06
row 2 col 145 -0.188035 -7.97305e-06
row 2 col 146 -2.38206 -9.25396e-06
row 2 col 147 -0.458149 -2.12436e-06
row 2 col 148 0.0371363 -3.52259e-07
row 2 col 149 0.0227193 -1.44706e-07
row 2 col 150 -0.00272088 -4.75048e-09
row 2 col 151 0.00411745 1.02925e-08
row 2 col 152 -0.000114325 1.50951e-07
row 2 col 153 0.310598 2.01823e-06
row 2 col 154 3.63937 9.24504e-06
row 2 col 155 8.02061 -1.42365e-05
row 2 col 156 3.84118 2.73711e-05
row 2 col 157 4.97285 -4.71631e-06
row 2 col 158 2.80243 -1.20139e-05
row 2 col 159 1.13024 -1.62748e-06
row 2 col 160 0.278664 -2.4471e-07
row 2 col 161 0.012966 -1.47581e-07
row 2 col 162 -0.0079738 -5.43527e-09
row 2 col 163 0.0177883 3.43442e-08
row 2 col 164 0.0397598 3.65136e-07
row 2 col 165 0.033198 1.75422e-06
row 2 col 166 -0.279285 4.51641e-06
row 2 col 167 -3.53102 4.16903e-07
row 2 col 168 2.16268 2.23052e-06
row 2 col 169 0.115433 3.15481e-06
row 2 col 170 0.601829 2.54399e-06
row 2 col 171 0.514178 1.80776e-06
row 2 col 172 0.0630094 1.03293e-07
row 2 col 173 -0.0450912 -4.96433e-09
row 2 col 174 -0.00770864 2.80767e-08
row 2 col 175 0.00707554 2.62451e-08
row 2 col 176 0.00322662 2.38225e-07
row 2 col 177 -0.145919 3.8776e-07
row 2 col 178 -0.452468 1.16487e-08
row 2 col 179 -0.410248 -2.14202e-06
row 2 col 180 0.193884 -1.41542e-07
row 2 col 181 -0.74925 1.07943e-06
row 2 col 182 -0.0941954 1.25389e-06
row 2 col 183 0.197842 2.47056e-07
row 2 col 184 0.0104404 -2.00415e-07
row 2 col 185 -0.018379 5.24212e-08
row 2 col 186 0.00616559 3.44328e-08
row 2 col 187 0.00457797 8.7353e-09
row 2 col 188 -0.00416483 1.60791e-08
row 2 col 189 -0.065777 -7.71638e-08
row 2 col 190 -0.027813 -4.30509e-07
row 2 col 191 0.246639 -9.09578e-07
row 2 col 192 -0.0465143 -4.86319e-08
row 2 col 193 -0.119661 -3.84123e-08
row 2 col 194 0.190505 -2.27616e-07
row 2 col 195 0.182983 -3.50798e-07
row 2 col 196 0.0293217 -1.09094e-07
row 2 col 197 0.0087797 3.93837e-08
row 2 col 198 0.00809178 1.37999e-08
row 2 col 199 0.00195725 2.13225e-10
row 2 col 200 -0.000142287 -2.85714e-09
row 2 col 201 -0.00142099 -3.46426e-08
row 2 col 202 0.0400764 -1.76747e-07
row 2 col 203 0.0891676 -1.55886e-07
row 2 col 204 -0.00905695 5.24991e-09
row 2 col 205 0.0236698 -3.95022e-08
row 2 col 206 0.086714 -9.3477e-08
row 2 col 207 0.0361709 -6.98852e-08
row 2 col 208 -0.00712853 1.08107e-08
row 2 col 209 0.000488137 1.54507e-08
row 2 col 210 0.00170235 5.39617e-10
row 2 col 211 -0.000495974 1.0673e-10
row 2 col 212 0.00132567 3.15158e-09
