         718          24          24          24
  -2.7145120243201759E-006   8.4965754934888227E-006           0           0           0
 -0.63184639511639851      -0.20071164804526928               -1          -1          -1
  -1.8831723254421430E-002  -5.9807882143706010E-003          -1           0           0
   7.6115501404814189E-004  -2.3719749754445305E-003           0          -1           0
  -7.5525480277776843E-004   2.3533498085443775E-003           0           0          -1
  -2.3085485393204719E-005   7.1945521970810355E-005           0           0           1
   2.2105056343123962E-005  -6.8897611930055999E-005           0           1           0
 -0.63184638356514333      -0.20071167073163776                1           0           0
  -1.8831063970077021E-002  -5.9828906973263488E-003           1           1           1
 -0.10775389323009274       -3.4674511686909250E-002          -1          -1           0
 -0.10777908906766601       -3.3794392392581508E-002          -1           0          -1
  -2.7020241788015947E-006   8.4674037234764947E-006           0          -1          -1
   2.7595178026148860E-008  -1.0116544339268614E-007           0           1           1
 -0.10801344468024734       -3.3865670473879159E-002           1           0           1
 -0.10752138080469781       -3.4597454115499228E-002           1           1           0
  -5.1137604219052842E-002  -1.6244841966083418E-002          -2          -1          -1
 -0.10788550619678472       -3.3825810725859329E-002          -1          -2          -1
 -0.10739445245989783       -3.4556876515765868E-002          -1          -1          -2
   1.3976441200365523E-003   4.3867994142274416E-004          -1           0           1
   1.3981987377918890E-003   4.5037674799468680E-004          -1           1           0
   6.1542949525376323E-005  -1.9179739779844602E-004           0          -1           1
  -6.1185166999351743E-005   1.9063586007776387E-004           0           1          -1
 -0.10762625781549719       -3.4633700806595460E-002           1          -1           0
 -0.10765186180796835       -3.3754763792512715E-002           1           0          -1
   1.3945523555316407E-003   4.4830778592096974E-004           1           1           2
   1.4018176124270820E-003   4.3909688260967739E-004           1           2           1
   5.1137855310086237E-002   1.6244032651864884E-002           2           1           1
  -2.1275412601071644E-005   9.3014334832875565E-005          -2          -2          -1
   3.6795744069950953E-005  -8.8285314110571862E-005          -2          -1          -2
  -1.5566830044934416E-002  -4.9625901577939231E-003          -2          -1           0
  -1.5567244022256645E-002  -4.9276910291385229E-003          -2           0          -1
  -1.8767330260731248E-002  -5.9628971483573203E-003          -1          -2          -2
  -2.4264423281557108E-002  -7.7078436472833925E-003          -1          -2           0
  -4.2396388061932853E-003  -1.4109714659083263E-003          -1          -1           1
  -2.4209654325309925E-002  -7.6903800651887512E-003          -1           0          -2
  -4.2616538831818252E-003  -1.2896743061310608E-003          -1           1          -1
   6.3880471125856439E-004   2.0298620939274433E-004          -1           1           1
  -2.3002634550095223E-005   7.1698423214852598E-005           0          -2          -1
   2.2036788874062151E-005  -6.8670669041422488E-005           0          -1          -2
  -6.7985294503509367E-007   2.1151576562665458E-006           0           1           2
   8.5252607149048079E-007  -2.6621825268655377E-006           0           2           1
  -1.8768002428942426E-002  -5.9607833496522723E-003           1          -1          -1
  -2.4264440738220951E-002  -7.7077877016618803E-003           1          -1           1
  -4.2770423903571069E-003  -1.2944049234708665E-003           1           0           2
  -2.4209635380491545E-002  -7.6904381887900990E-003           1           1          -1
  -4.2243385468542826E-003  -1.4059479905507832E-003           1           2           0
   6.3884442996643882E-004   2.0287029025765782E-004           1           2           2
  -3.6883609736767979E-005   8.8211405844085592E-005           2           0           1
   2.1380535073682815E-005  -9.3021211626349070E-005           2           1           0
   1.5577106156894577E-002   4.9305616414148743E-003           2           1           2
