         718          24          24          24
   4.9868997356874351E-006   1.4457798310797397E-008           0           0           0
  -5.6978987357047600E-003  0.66293799492533578               -1          -1          -1
  -1.3958935672365106E-003  -1.3722913931393950E-005          -1           0           0
  -1.6907895263657113E-004   1.9758009353468255E-002           0          -1           0
   1.3849292575656552E-003   1.3617262018584582E-005           0           0          -1
   4.2335330006384741E-005   4.1460330308787695E-007           0           0           1
  -5.6979165475060595E-003  0.66293800174184647                0           1           0
  -4.0545565412275314E-005  -4.0142115859743306E-007           1           0           0
  -1.7031278256576367E-004   1.9758001237455101E-002           1           1           1
  -1.2107528712867002E-003  0.11318998665861087               -1          -1           0
   4.9994509706975485E-006   1.8359167788133991E-008          -1           0          -1
  -7.3433621478373803E-004  0.11294971589022348                0          -1          -1
  -7.3476556084698026E-004  0.11319466211701375                0           1           1
  -5.8802672507339769E-008   3.4625592651187807E-010           1           0           1
  -1.2069311658530488E-003  0.11294506042009742                1           1           0
  -7.3415797422793469E-004  0.11306065216832922               -2          -1          -1
  -4.6146918478270633E-004   5.3654120090706074E-002          -1          -2          -1
  -1.2057666306408022E-003  0.11281182478277244               -1          -1          -2
  -1.1286874872653543E-004  -1.1068338842150759E-006          -1           0           1
  -1.2095868790759699E-003  0.11305598009735908               -1           1           0
   9.7672889512805355E-006  -1.4648260586645162E-003           0          -1           1
  -7.3373237593232234E-004  0.11281647047290287                0           1          -1
   1.5954545847847028E-005  -1.4688687301664699E-003           1          -1           0
   1.1219358304858866E-004   1.1059051695300002E-006           1           0          -1
   1.5436033383105348E-005  -1.4647707294337493E-003           1           1           2
   4.6098719898036013E-004  -5.3654119032321569E-002           1           2           1
   9.3174663143535750E-006  -1.4689339304920336E-003           2           1           1
   5.3316877573470743E-005  -7.6424196972328092E-006          -2          -2          -1
  -1.6998336185537974E-004   1.9691213906823341E-002          -2          -1          -2
  -2.1883555165605381E-004   2.5458423801641115E-002          -2          -1           0
   4.2195125634722276E-005   4.1168826262025014E-007          -2           0          -1
  -5.3353547788376206E-005  -8.5865090677486474E-006          -1          -2          -2
  -1.4985178428742046E-004   1.6338135334129551E-002          -1          -2           0
  -7.2685761934041819E-005   4.4675452012315339E-003          -1          -1           1
  -4.0405856778373173E-005  -4.0353005992761470E-007          -1           0          -2
  -1.6875356347445910E-004   1.9691218126975829E-002          -1           1          -1
  -2.1880073673440892E-004   2.5458423419746086E-002          -1           1           1
  -1.3105318599609852E-004   1.6328050764256707E-002           0          -2          -1
  -2.1829777986236278E-004   2.5400940372763591E-002           0          -1          -2
  -4.0911374451108875E-006   4.4682169790104202E-003           0           1           2
   5.3328781763281546E-005   8.6914500124282752E-006           0           2           1
  -4.0337384250330546E-006   4.4521171526322638E-003           1          -1          -1
   5.7938504502598267E-006  -6.7025803891922003E-004           1          -1           1
   1.2464377789295427E-006   1.2832442726784372E-008           1           0           2
  -2.1833109095119763E-004   2.5400938611007756E-002           1           1          -1
  -5.3343758354702529E-005   7.5371829331765719E-006           1           2           0
   1.3100142668708996E-004  -1.6338318622102364E-002           1           2           2
  -1.5649507173756961E-006  -1.5150408742528680E-008           2           0           1
  -7.2464037321056730E-005   4.4514409648390178E-003           2           1           0
   5.7267522162562675E-006  -6.7025991457483154E-004           2           1           2
   1.4961567971485674E-004  -1.6327864945170759E-002           2           2           1
   4.6077215295397991E-004  -5.3646376368598744E-002          -2          -2          -2
  -1.1285193885431286E-004  -1.1071140190710149E-006          -2           0           0
  -6.2098441246604820E-005   7.2359092462336147E-003           0          -2           0
   1.1217739629823864E-004   1.1045559338732072E-006           0           0          -2
   1.5180294023562371E-005   1.4949779129385864E-007           0           0           2
  -4.6125076247450320E-004   5.3646373058051013E-002           0           2           0
  -1.5172322345575892E-005  -1.4947896850174852E-007           2           0           0
   6.2266381501658812E-005  -7.2359073227310404E-003           2           2           2
  -2.0763377697617747E-005   3.1943512144149678E-003          -2          -2           0
  -5.8356527947219716E-008  -1.3468663418806747E-009          -2           0          -2
  -3.4212891351198530E-005   3.1991423121219506E-003           0          -2          -2
   3.4164342757809338E-005  -3.1942196166712591E-003           0           2           2
  -6.6358124042791301E-008  -7.2525345387093769E-010           2           0           2
   2.0793109490421452E-005  -3.1992742067520649E-003           2           2           0
   1.3103026403397946E-004  -1.6339079474582224E-002          -3          -2          -2
  -4.0387224141221525E-006   4.4591121441830365E-003          -3          -1          -1
   8.6184212836986262E-005  -1.0027232699693295E-002          -2          -3          -2
   1.4960708408512331E-004  -1.6328656808943052E-002          -2          -2          -3
  -2.1154077889147742E-005  -2.0635040009790887E-007          -2           0           1
  -7.2636752099178360E-005   4.4584403135122727E-003          -2           1           0
   1.8572224504249058E-005  -2.1695299820640281E-003          -1          -3          -1
  -7.2414298510196842E-005   4.4424318627513514E-003          -1          -1          -3
   4.5559121316540254E-006   4.5682768123386189E-008          -1           0           2
  -1.4984079763759930E-004   1.6338893997344096E-002          -1           2           0
  -1.7200440288195162E-005   2.1660587875651995E-003           0          -2           1
  -1.0041408763968933E-006   6.4495291546801993E-004           0          -1           2
  -3.9804889998829978E-006   4.4431063936684820E-003           0           1          -2
  -1.3108031115805218E-004   1.6328838779869931E-002           0           2          -1
  -1.9875862249674538E-005   2.1634659116997745E-003           1          -2           0
   2.0907226048445836E-005   2.0738438136002985E-007           1           0          -2
  -1.0082055260931920E-005   6.4486216309760211E-004           1           1           3
   8.6182484095054308E-005  -1.0027229848598834E-002           1           3           1
  -1.0052762532409382E-005   6.4112153355329739E-004           2          -1           0
  -4.5439065549572418E-006  -4.4294199406809126E-008           2           0          -1
   2.0031374700390123E-005  -2.1660319741004051E-003           2           2           3
   1.8710916987959210E-005  -2.1695294691828032E-003           2           3           2
  -9.7014580819440886E-007   6.4120999205965969E-004           3           1           1
   1.7311689036801680E-005  -2.1634916413711580E-003           3           2           2
   3.4195616046211812E-005  -3.1986447629848572E-003          -3          -2          -1
   1.5531474420596765E-005  -1.4758584571819184E-003          -3          -1          -2
   3.0330160262386060E-005  -3.2721169346866261E-003          -2          -3          -1
   9.3670544860681302E-006  -1.4799914574417548E-003          -2          -1          -3
  -1.6094450386200847E-005   1.0692954495129376E-003          -2          -1           1
   9.8154836080003898E-006  -1.4759165419716909E-003          -2           1          -1
   2.5857426434053244E-005  -3.2739639115103207E-003          -1          -3          -2
   2.0807136409022335E-005  -3.2036406388327950E-003          -1          -2          -3
  -1.1183868438685054E-005   1.0481397943355388E-003          -1          -2           1
   1.6049713494733613E-005  -1.4799291126901283E-003          -1           1          -2
  -2.2854268495022360E-006   1.0694302556691741E-003          -1           1           2
  -2.0775193887984840E-005   3.1987751184566768E-003          -1           2           1
  -6.7961548779248947E-006   1.0496626026568756E-003           1          -2          -1
  -2.3719908038063551E-006   1.0703494108545992E-003           1          -1          -2
   8.6583116977623722E-007  -8.5777668023183674E-005           1          -1           2
  -3.4244551991605723E-005   3.2035073207323833E-003           1           2          -1
   6.8319927636628584E-006  -1.0481829578470113E-003           1           2           3
   2.5908368448014818E-005  -3.2721594060049759E-003           1           3           2
   5.0918126765152784E-007  -8.6280109308399769E-005           2          -1           1
  -1.6021465672911579E-005   1.0702136500152528E-003           2           1          -1
   6.0819480613165376E-007  -8.5782040733071619E-005           2           1           3
   3.0410806368519929E-005  -3.2739176086811969E-003           2           3           1
   9.7322879795062912E-007  -8.6276917285891435E-005           3           1           2
   1.1243124784639887E-005  -1.0496186462321082E-003           3           2           1
   2.5954815342492018E-005  -3.2763232292249119E-003          -3          -3          -2
   6.2314072593933902E-005  -7.2391968852015673E-003          -3          -2          -3
  -2.2818060219739681E-006   1.0696165007347555E-003          -3          -1           0
   1.5187626103779982E-005   1.4850424301525427E-007          -3           0          -1
   3.0457310683286369E-005  -3.2781065406556798E-003          -2          -3          -3
  -1.6108504755366677E-005   1.0694821612660561E-003          -2           1           1
   1.6103501422505959E-005  -2.1048408699175267E-003          -1          -3           0
  -3.6622081701027579E-006   9.3935014599635578E-004          -1          -1           2
