         718          24          24          24
  0.62382317685687705       -5.8052754943731424E-002           0           0           0
 -0.22081848498843965      -0.11889843155334456               -1          -1          -1
   5.1427295629003569E-002   1.7338461665155239E-002          -1           0           0
   7.9045297567055500E-002 -0.14680371285872446                0          -1           0
   7.9045756320182015E-002 -0.14680346588852791                0           0          -1
   2.8934235071936428E-002  -2.4816880802240416E-002           0           0           1
   2.8934164634553627E-002  -2.4816898562246864E-002           0           1           0
  0.22081850207623324       0.11889839945703473                1           0           0
  -5.1427297693271846E-002  -1.7338455431821199E-002           1           1           1
   2.1794182993766938E-003   4.0846965517874001E-003          -1          -1           0
   2.1795550957844937E-003   4.0847514293411756E-003          -1           0          -1
 -0.29493778651607061      -0.55275417727410581                0          -1          -1
  -1.3817459287299806E-002  -2.5895896721730632E-002           0           1           1
  -2.1794115055401094E-003  -4.0847071435670262E-003           1           0           1
  -2.1795438966127410E-003  -4.0847432834236700E-003           1           1           0
  -4.5960940866956361E-004  -1.0094014898750222E-002          -2          -1          -1
   4.6099363994399388E-003  -4.2898752867857903E-004          -1          -2          -1
   4.6098330030681089E-003  -4.2907871434421762E-004          -1          -1          -2
  -4.4440018161256969E-003   4.1355326859419104E-004          -1           0           1
  -4.4440076980280857E-003   4.1355054080824654E-004          -1           1           0
  -9.8461999275209003E-003  -9.2205234700572132E-003           0          -1           1
  -9.8461743201463392E-003  -9.2205011146435992E-003           0           1          -1
  -4.6099485311562318E-003   4.2898345497417657E-004           1          -1           0
  -4.6098280016553259E-003   4.2906706926604656E-004           1           0          -1
   4.4440007301630802E-003  -4.1355273531612740E-004           1           1           2
   4.4440069326552294E-003  -4.1354922654461025E-004           1           2           1
  -4.5961175451662362E-004  -1.0094008879335249E-002           2           1           1
   7.5276349919426340E-003  -1.3980311154355322E-002          -2          -2          -1
   7.5276047171109386E-003  -1.3980331216258957E-002          -2          -1          -2
   1.0706128147067246E-002   7.6702728168133371E-003          -2          -1           0
   1.0706139214236316E-002   7.6702772282206469E-003          -2           0          -1
   4.2784731342415346E-002   3.3389455712822563E-002          -1          -2          -2
   2.1028854183422412E-002   1.1322868116584707E-002          -1          -2           0
  -1.8950454520134208E-003   8.8429249008715460E-003          -1          -1           1
   2.1028862189353931E-002   1.1322859196461022E-002          -1           0          -2
