         718          24          24          24
  -1.4074409672583606E-008   1.3990440708874246E-008           0           0           0
 -0.10854775319571487       0.38341209884490896               -1          -1          -1
 -0.11567850901292928       0.40897704951857011               -1           0           0
   6.3292806195758581E-003  -2.2715670568987857E-002           0          -1           0
  -1.7001294591112750E-005   4.8775934023840218E-005           0           0          -1
  -1.7710805490726939E-005   4.9662542286871400E-005           0           0           1
   6.2815994718413070E-003  -2.2545268618227310E-002           0           1           0
 -0.11481189811059329       0.40590821129375504                1           0           0
 -0.10936661299414929       0.38631077074399356                1           1           1
  -7.0965269115711216E-002  0.25067350233663593               -1          -1           0
  -7.4738058580255853E-002  0.26422400017069636               -1           0          -1
   4.0772868552737835E-003  -1.4642056105464740E-002           0          -1          -1
   4.0961327212551066E-003  -1.4709749021744604E-002           0           1           1
  -7.5084210832457199E-002  0.26544748059047457                1           0           1
  -7.0638298070483441E-002  0.24951824391733993                1           1           0
   7.6883083334223210E-004  -2.7570271428860081E-003          -2          -1          -1
  -1.2458874242354420E-002   4.4045958043510934E-002          -1          -2          -1
  -1.1753640296061124E-002   4.1517187793827903E-002          -1          -1          -2
  -1.2561764677418746E-002   4.4410381969657804E-002          -1           0           1
  -1.1860227406817631E-002   4.1895056902549070E-002          -1           1           0
   6.8527349898614225E-004  -2.4609784224481008E-003           0          -1           1
   6.7843743392268494E-004  -2.4362960283481395E-003           0           1          -1
  -1.1765858035559379E-002   4.1560247587093237E-002           1          -1           0
  -1.2435718418740901E-002   4.3964033036846456E-002           1           0          -1
  -1.1872582038255954E-002   4.1938596297147669E-002           1           1           2
  -1.2538458869589009E-002   4.4327947449338677E-002           1           2           1
   5.9487700478163185E-004  -2.1402285115059536E-003           2           1           1
   5.2156578512640179E-003  -1.8423905302735910E-002          -2          -2          -1
   5.5897941831653825E-003  -1.9767393969812409E-002          -2          -1          -2
  -5.0983191416436677E-003   1.8003095522782404E-002          -2          -1           0
  -5.4714675925589150E-003   1.9342962947856823E-002          -2           0          -1
  -2.1253742312167040E-003   7.5306937524513111E-003          -1          -2          -2
  -7.0245818805295792E-003   2.4818763796789892E-002          -1          -2           0
  -6.9522035990495354E-003   2.4557467466367208E-002          -1          -1           1
  -7.2869861722063781E-003   2.5761964052198719E-002          -1           0          -2
  -7.2161394475056002E-003   2.5506254595135194E-002          -1           1          -1
  -1.4266533166073440E-003   5.0216798820088056E-003          -1           1           1
   2.9817993698418087E-004  -1.0710538964294515E-003           0          -2          -1
   3.9780607525026745E-004  -1.4284053157421236E-003           0          -1          -2
   4.0156728012790137E-004  -1.4418110796052363E-003           0           1           2
   3.0080563185918814E-004  -1.0804220887465346E-003           0           2           1
  -1.4267529571332968E-003   5.0218485105393224E-003           1          -1          -1
  -7.2266533512884484E-003   2.5543073283599511E-002           1          -1           1
  -7.3551273406696803E-003   2.6003153496791692E-002           1           0           2
  -6.8877792724576772E-003   2.4329613479633402E-002           1           1          -1
  -7.0146188034439566E-003   2.4783761513377051E-002           1           2           0
  -2.1263872822842389E-003   7.5345180879615968E-003           1           2           2
  -5.5189194500248270E-003   1.9511310632737242E-002           2           0           1
  -5.0888337022220063E-003   1.7970081407512693E-002           2           1           0
   5.5998751658909102E-003  -1.9802543150311980E-002           2           1           2
   5.1707594335260142E-003  -1.8264843832591547E-002           2           2           1
   9.3672424887287394E-003  -3.3087071876837980E-002          -2          -2          -2
  -9.9762181374299236E-003   3.5270353164089378E-002          -2           0           0
   5.4583518543668103E-004  -1.9589879243167995E-003           0          -2           0
  -1.4747537853210846E-006   4.2318500817913530E-006           0           0          -2
  -1.5150570099169921E-006   4.2591791047381979E-006           0           0           2
   5.4207760211368440E-004  -1.9455947334097933E-003           0           2           0
  -9.9077862197017065E-003   3.5028369337847774E-002           2           0           0
   9.4318415006839178E-003  -3.3315563094556536E-002           2           2           2
   4.0654836140959624E-006  -1.4435313560445603E-005          -2          -2           0
   4.3074698443642209E-006  -1.5332717055388565E-005          -2           0          -2
  -2.4031046152624091E-007   8.5219556810826943E-007           0          -2          -2
   2.3977019746515482E-007  -8.5034492244513047E-007           0           2           2
  -4.2938054525845503E-006   1.5280970492133115E-005           2           0           2
  -4.0763016591863070E-006   1.4482005807254149E-005           2           2           0
   2.3738539084778719E-003  -8.3817299086639176E-003          -3          -2          -2
   2.6370330302995727E-003  -9.3260945843749912E-003          -3          -1          -1
